Pd,Qd,Vm,Va
9.632022374,1.6,1.022820148,-7.203169949
8.252559369,7.5,1.07,-11.5774278
-0.087273892,0,1.063954677,-10.85853313
0.59627969,0,1.09,-10.91042576
21.09370032,16.6,1.058855145,-12.08528724
9.075780035,5.8,1.053361915,-12.29360792
4.037775638,1.8,1.057945688,-12.09387784
7.018256302,1.6,1.05547357,-12.33891321
9.183691752,5.8,1.05352809,-12.23858687
11.19412771,5,1.041323017,-12.85027889
0.163041645,0,1.06,0
26.82440081,12.7,1.045,-3.888662662
62.07550377,19,1.01,-9.296372104
47.92513478,-3.9,1.020571096,-8.315765885
8.160681974,1.6,1.022546434,-7.082072125
8.577413454,7.5,1.07,-11.51741581
0.264283501,0,1.063530942,-10.8296047
0.653898599,0,1.09,-10.88653443
20.71742874,16.6,1.058304134,-12.08183816
9.631754923,5.8,1.052800324,-12.29323325
3.658881822,1.8,1.057800797,-12.04498885
6.143329313,1.6,1.056078454,-12.23844798
9.038648011,5.8,1.053169192,-12.20138418
13.36875421,5,1.039253206,-13.00661755
-0.075226163,0,1.06,0
23.76070574,12.7,1.045,-3.701274321
59.82412217,19,1.01,-8.944432639
47.60283803,-3.9,1.020958703,-8.065469422
9.067669382,1.6,1.022825612,-6.879174071
9.049515947,7.5,1.07,-11.22048889
0.654547473,0,1.063945766,-10.48936779
0.641674759,0,1.09,-10.54521151
19.78221826,16.6,1.058924245,-11.67361683
8.755033359,5.8,1.053598787,-11.86910424
3.434489263,1.8,1.058338341,-11.67251974
6.290304441,1.6,1.056043539,-11.93427522
9.116155418,5.8,1.053460712,-11.87413474
12.26159456,5,1.040556141,-12.54429413
0.571322103,0,1.06,0
22.17658615,12.7,1.045,-3.398431566
55.95114233,19,1.01,-8.287675836
43.13026834,-3.9,1.02199866,-7.524326484
9.161668299,1.6,1.023668806,-6.434593046
8.569759508,7.5,1.07,-10.62885393
0.552182465,0,1.064535856,-9.889623473
1.075806327,0,1.09,-9.983196952
18.12111705,16.6,1.059593528,-11.02551854
8.70001269,5.8,1.054166564,-11.23077773
3.533116607,1.8,1.058600669,-11.0623397
5.848364381,1.6,1.056452194,-11.30857557
9.176318113,5.8,1.053580575,-11.26911889
12.38942613,5,1.040902165,-11.92453523
0.46562746,0,1.06,0
24.67799434,12.7,1.045,-3.510172509
51.39530087,19,1.01,-8.221438044
50.45645434,-3.9,1.021003634,-7.768329981
9.187071938,1.6,1.022991062,-6.626944543
8.601790448,7.5,1.07,-10.84450938
0.468481328,0,1.064195838,-10.08370125
1.027401387,0,1.09,-10.17309302
18.91007543,16.6,1.059370317,-11.20013348
8.475201809,5.8,1.054051871,-11.40391839
3.501208752,1.8,1.058565277,-11.25466386
6.901068182,1.6,1.055618048,-11.58234791
9.542730967,5.8,1.053735108,-11.47383591
9.99027624,5,1.042591987,-11.92106175
0.570346561,0,1.06,0
23.39220721,12.7,1.045,-3.788544622
60.08780733,19,1.01,-9.127634308
55.65272625,-3.9,1.020381791,-8.29711103
7.329377607,1.6,1.0226168,-7.01812769
8.902372328,7.5,1.07,-11.29288133
0.13237457,0,1.063931536,-10.57038426
1.27936781,0,1.09,-10.68172672
19.92692666,16.6,1.059114109,-11.66923927
7.389925714,5.8,1.054196999,-11.82049073
2.941370152,1.8,1.058882704,-11.65898483
7.600737231,1.6,1.055014815,-12.07975148
9.599201517,5.8,1.053670866,-11.93449164
9.4752343,5,1.042789371,-12.34570096
0.369323696,0,1.06,0
22.18073639,12.7,1.045,-3.536616168
45.07376676,19,1.01,-8.052563242
59.60427715,-3.9,1.019136309,-8.067682914
8.03112228,1.6,1.021696297,-6.847423848
8.450368576,7.5,1.07,-11.26469671
0.033884478,0,1.063195596,-10.49723328
1.242252845,0,1.09,-10.60542048
21.91897604,16.6,1.058294306,-11.68394222
8.286449445,5.8,1.0533161,-11.85402332
2.63576445,1.8,1.058542692,-11.64648002
8.127949736,1.6,1.0543724,-12.11449743
10.47854754,5.8,1.0530708,-11.96305023
9.400329529,5,1.04211027,-12.36119537
0.019362565,0,1.06,0
22.5468861,12.7,1.045,-3.390807225
43.257704,19,1.01,-7.720933129
61.18039972,-3.9,1.019920575,-7.776781713
6.834797479,1.6,1.02251465,-6.571915388
8.009299805,7.5,1.07,-10.76242338
-0.026034985,0,1.063893498,-9.980319665
1.657097929,0,1.09,-10.12454092
18.06100812,16.6,1.059238016,-11.03014491
7.054951767,5.8,1.054467555,-11.18069567
2.513065577,1.8,1.059227015,-11.05159356
7.381483548,1.6,1.054965995,-11.56323757
11.01123419,5.8,1.053015124,-11.45325671
9.808677891,5,1.042337634,-11.80196209
0.502308233,0,1.06,0
25.03810079,12.7,1.045,-3.487365688
38.82472474,19,1.01,-7.634290089
65.42748166,-3.9,1.018874777,-7.98002445
6.146121109,1.6,1.021789545,-6.734489287
8.73525702,7.5,1.07,-11.0469244
-0.399614141,0,1.063237714,-10.28119341
1.621830124,0,1.09,-10.42243228
20.32498457,16.6,1.05845185,-11.40399582
7.896411828,5.8,1.053492957,-11.57977273
3.118660465,1.8,1.058444565,-11.42412946
7.414324486,1.6,1.055053439,-11.83152318
10.42091573,5.8,1.053371481,-11.70403187
8.760565707,5,1.042796497,-12.03918231
0.353664794,0,1.06,0
26.73727303,12.7,1.045,-3.379019132
35.44008211,19,1.01,-7.258633834
63.99168152,-3.9,1.019286734,-7.730971222
6.334106989,1.6,1.022186482,-6.528808912
7.104535262,7.5,1.07,-10.70472925
-0.371262379,0,1.063370749,-9.990425602
1.195909119,0,1.09,-10.09455959
19.57679019,16.6,1.058500127,-11.11434088
8.751074333,5.8,1.053286577,-11.3132017
3.212670879,1.8,1.058280646,-11.12504352
7.9626941,1.6,1.054663628,-11.52007013
9.708082835,5.8,1.053540043,-11.35797198
9.137039469,5,1.042623431,-11.75486759
0.151271316,0,1.06,0
25.43072343,12.7,1.045,-3.249561101
33.27078581,19,1.01,-6.976067134
65.82348929,-3.9,1.019558628,-7.54665319
5.416177997,1.6,1.022518565,-6.353775666
6.127131725,7.5,1.07,-10.44969914
-0.545196106,0,1.063734009,-9.683731693
1.724607269,0,1.09,-9.833850964
16.02745276,16.6,1.059062468,-10.72419054
8.862719409,5.8,1.053721811,-10.9543446
3.413556791,1.8,1.058445155,-10.82737831
8.340256758,1.6,1.054229621,-11.30237531
10.34707768,5.8,1.053217506,-11.12873784
9.496893517,5,1.042551316,-11.46311014
0.221417116,0,1.06,0
26.62516957,12.7,1.045,-3.455463627
37.96781688,19,1.01,-7.521082641
71.80609342,-3.9,1.019198761,-7.890774801
5.349554413,1.6,1.022454832,-6.592623723
5.9980937,7.5,1.07,-10.42913899
-0.300429237,0,1.063521348,-9.888394013
1.868182656,0,1.09,-10.05104342
15.71446175,16.6,1.05872066,-10.83486447
8.896162039,5.8,1.053353382,-11.04982944
3.776056998,1.8,1.058075171,-10.88384885
7.336829979,1.6,1.055462107,-11.16050242
8.904207413,5.8,1.054391117,-10.99735619
7.436444409,5,1.04434379,-11.30457894
0.014698167,0,1.06,0
26.45043294,12.7,1.045,-3.246935427
36.45350095,19,1.01,-7.103154529
68.03154096,-3.9,1.020227964,-7.462720337
4.234688799,1.6,1.023361163,-6.224511113
6.431172662,7.5,1.07,-9.925893156
-0.892404733,0,1.064041471,-9.378428222
1.777061619,0,1.09,-9.533068721
16.20384076,16.6,1.059257886,-10.32129452
8.051017061,5.8,1.054100249,-10.49802705
3.227677045,1.8,1.058702064,-10.32891654
6.320840704,1.6,1.056380151,-10.5831293
8.941010434,5.8,1.054591173,-10.47128172
7.508952895,5,1.044686231,-10.79109118
-0.020256606,0,1.06,0
32.5450485,12.7,1.045,-3.355120648
40.40601873,19,1.01,-7.310038987
59.05203853,-3.9,1.021414054,-7.356109005
4.559183109,1.6,1.024061063,-6.181140652
6.215989643,7.5,1.07,-9.943235577
-0.238262153,0,1.064611225,-9.346270034
1.743168369,0,1.09,-9.497879942
15.19705809,16.6,1.059871264,-10.29369526
9.359014048,5.8,1.054340539,-10.5168447
2.774679195,1.8,1.059015551,-10.32456523
7.302447388,1.6,1.055526031,-10.67409474
9.09629724,5.8,1.054447482,-10.51540755
7.628914979,5,1.04489215,-10.8040384
-0.116548874,0,1.06,0
36.76521167,12.7,1.045,-3.599815746
43.62203921,19,1.01,-7.769908496
56.97935439,-3.9,1.0210336,-7.658826461
5.628788766,1.6,1.023697493,-6.451169715
4.757075969,7.5,1.07,-10.22275405
-0.199999881,0,1.063994238,-9.834175654
2.259289326,0,1.09,-10.03078864
18.62852308,16.6,1.058835595,-10.847079
8.801579196,5.8,1.053620573,-10.99607353
2.426888856,1.8,1.058741153,-10.68807919
6.558423258,1.6,1.056006338,-10.94165392
9.447587706,5.8,1.053912663,-10.85820213
8.99729422,5,1.043064845,-11.37522678
-0.26111841,0,1.06,0
38.11707361,12.7,1.045,-3.659081156
39.46463182,19,1.01,-7.653676293
59.11630247,-3.9,1.020117055,-7.812084609
5.569662314,1.6,1.022972158,-6.589332518
5.728689655,7.5,1.07,-10.53220797
0.312633165,0,1.063421736,-10.14750152
2.452240295,0,1.09,-10.36102089
19.28581982,16.6,1.058172304,-11.20338812
10.2443487,5.8,1.052709521,-11.39204336
2.225960339,1.8,1.058334003,-11.03096303
6.03085564,1.6,1.056360041,-11.22707658
9.906247078,5.8,1.053673027,-11.18184467
8.99034138,5,1.042581991,-11.71718813
-0.832483658,0,1.06,0
33.39359824,12.7,1.045,-3.420271906
43.48002225,19,1.01,-7.525641431
48.8963728,-3.9,1.021497531,-7.379102137
6.123237596,1.6,1.023860898,-6.254487511
5.505924429,7.5,1.07,-10.18021086
0.54156024,0,1.064038081,-9.794219449
2.8919291,0,1.09,-10.0458774
20.82933655,16.6,1.058791211,-10.85513376
9.025609272,5.8,1.053618209,-10.98983336
1.684391357,1.8,1.059041523,-10.62701245
7.038781938,1.6,1.055564025,-10.9422749
9.604967318,5.8,1.053743739,-10.84242692
9.042919609,5,1.042930132,-11.37669415
-1.200401976,0,1.06,0
31.2758484,12.7,1.045,-3.526002102
41.66666056,19,1.01,-7.679713403
54.84382783,-3.9,1.019978558,-7.7443584
6.192805211,1.6,1.022728829,-6.546723612
5.326076024,7.5,1.07,-10.61869312
0.162652041,0,1.063064569,-10.29441208
3.138674198,0,1.09,-10.56779226
23.08777745,16.6,1.05759795,-11.43183962
8.775092929,5.8,1.052618422,-11.53896329
2.00339863,1.8,1.05836432,-11.13706024
7.466391076,1.6,1.05514709,-11.4178872
8.809057707,5.8,1.053558648,-11.30161317
10.40989271,5,1.041164843,-12.01183463
-0.7807436,0,1.06,0
37.1585514,12.7,1.045,-3.553417603
44.76673036,19,1.01,-7.718649692
48.41815393,-3.9,1.021621398,-7.490415297
7.398035997,1.6,1.023887905,-6.364984038
5.872516493,7.5,1.07,-10.2155391
0.135008661,0,1.064102457,-9.86986929
3.446028677,0,1.09,-10.16972768
20.93709596,16.6,1.058842546,-10.9041445
7.153573955,5.8,1.054131022,-10.97166464
1.797401105,1.8,1.059271873,-10.64106939
6.676038927,1.6,1.055957559,-10.93947362
8.425219976,5.8,1.054027408,-10.84784701
10.56976723,5,1.041975057,-11.52804719
-0.931004241,0,1.06,0
27.18553634,12.7,1.045,-3.546712404
45.90060499,19,1.01,-7.992480606
52.4171395,-3.9,1.01983981,-7.865910492
8.36309823,1.6,1.022423042,-6.672276566
4.851257793,7.5,1.07,-10.76418494
0.558774513,0,1.062864891,-10.5268225
3.909099178,0,1.09,-10.86737178
23.96482286,16.6,1.05729268,-11.65638952
8.728115769,5.8,1.052441179,-11.73730426
1.417763453,1.8,1.058504004,-11.28011227
8.125709525,1.6,1.054580238,-11.61376496
8.592327793,5.8,1.053473347,-11.46699999
10.53795763,5,1.040853743,-12.22111547
-0.68990466,0,1.06,0
25.37379972,12.7,1.045,-3.35648323
46.67526736,19,1.01,-7.740578188
46.69922494,-3.9,1.020884116,-7.493731572
8.229921908,1.6,1.023197579,-6.370097867
5.739676854,7.5,1.07,-10.39179871
0.654162118,0,1.06338445,-10.13179125
3.726326562,0,1.09,-10.45625913
22.45319909,16.6,1.057835608,-11.25535863
10.29131086,5.8,1.05262878,-11.37903683
0.408631033,1.8,1.059018196,-10.86473613
7.91856154,1.6,1.054911863,-11.20455419
7.517184075,5.8,1.053950584,-11.05000196
11.1821486,5,1.040904989,-11.863918
-0.515561852,0,1.06,0
31.10890959,12.7,1.045,-3.447955657
49.26590982,19,1.01,-7.880329179
43.62303111,-3.9,1.021780803,-7.414699252
7.608701634,1.6,1.02397962,-6.296487691
6.559056171,7.5,1.07,-10.13619732
0.874396219,0,1.063807883,-9.981595175
3.732602449,0,1.09,-10.30648016
23.2628935,16.6,1.058216269,-11.05644404
9.765652085,5.8,1.053103421,-11.14717487
0.171124066,1.8,1.059354778,-10.60978616
7.136205543,1.6,1.055909335,-10.85135041
6.431420867,5.8,1.0549611,-10.70273364
9.53089246,5,1.042753487,-11.46805943
-0.97590452,0,1.06,0
36.55544701,12.7,1.045,-3.639532342
52.09499466,19,1.01,-8.200400858
37.46762964,-3.9,1.021853141,-7.547093564
8.128805269,1.6,1.023923219,-6.438196733
6.309272242,7.5,1.07,-10.3487593
1.187471366,0,1.063335065,-10.35210256
3.655448836,0,1.09,-10.67041352
27.57890426,16.6,1.057307548,-11.53829877
10.42847701,5.8,1.052215892,-11.59178208
-0.582150331,1.8,1.059146107,-10.90222061
6.697507612,1.6,1.056284281,-11.04817649
6.085740827,5.8,1.054888009,-10.93732143
10.05243439,5,1.041794116,-11.88434127
-1.419778771,0,1.06,0
40.57922368,12.7,1.045,-4.188708398
56.49201284,19,1.01,-9.244086169
43.80804284,-3.9,1.019575602,-8.523153392
8.402076888,1.6,1.022084728,-7.253051813
6.639850255,7.5,1.07,-11.46762301
1.715693446,0,1.061732188,-11.64500238
4.399829118,0,1.09,-12.02871215
31.96783881,16.6,1.055281372,-12.92267933
9.216816601,5.8,1.050766554,-12.88806671
-0.448970006,1.8,1.058292236,-12.11666949
6.439072209,1.6,1.056278174,-12.18615563
5.981792355,5.8,1.054196981,-12.12062381
12.02450186,5,1.03886245,-13.34027358
-1.730493646,0,1.06,0
37.3654163,12.7,1.045,-4.036303813
62.82910449,19,1.01,-9.334100987
34.84357527,-3.9,1.021155512,-8.179710855
8.56148378,1.6,1.023131056,-6.987915279
6.955891073,7.5,1.07,-11.18240706
1.584556975,0,1.062633939,-11.24017968
3.738152083,0,1.09,-11.56590716
32.12872133,16.6,1.056342225,-12.53202739
8.713087413,5.8,1.051833905,-12.49445927
-0.652761632,1.8,1.058958655,-11.7671381
7.719190668,1.6,1.055337974,-11.96766773
5.325277561,5.8,1.054562109,-11.81589308
11.69098769,5,1.039888372,-12.95945613
-2.73421647,0,1.06,0
44.50570955,12.7,1.045,-4.265346928
69.12640281,19,1.01,-9.84007922
31.06815155,-3.9,1.022046348,-8.272643295
9.285941777,1.6,1.02385745,-7.065932839
6.888726626,7.5,1.07,-10.98026174
1.511517466,0,1.06291714,-11.2600426
4.049328717,0,1.09,-11.61279108
34.56507906,16.6,1.056417343,-12.50191396
8.267758371,5.8,1.051950572,-12.42098026
-0.506038925,1.8,1.058918323,-11.63793249
5.8894347,1.6,1.057232126,-11.60331922
5.291317012,5.8,1.055601946,-11.52074283
8.006335392,5,1.043023832,-12.51942133
-2.957090448,0,1.06,0
39.24042488,12.7,1.045,-3.758307496
56.16665085,19,1.01,-8.51919444
34.16554599,-3.9,1.022270045,-7.616732924
9.303322952,1.6,1.024187896,-6.508679132
7.988255011,7.5,1.07,-10.29146331
1.663696224,0,1.063408401,-10.45429457
4.149234993,0,1.09,-10.8155793
30.61693894,16.6,1.057245835,-11.60369393
9.158455575,5.8,1.052439683,-11.59402024
-0.373154007,1.8,1.059156492,-10.88586848
5.404964672,1.6,1.057791108,-10.8463993
4.895941721,5.8,1.056176282,-10.75842648
7.246500928,5,1.044316645,-11.61952965
-2.990325923,0,1.06,0
37.01494008,12.7,1.045,-3.691123726
59.40102131,19,1.01,-8.608664085
37.09220549,-3.9,1.022976566,-7.514546594
8.720092493,1.6,1.02488379,-6.383793991
8.45670798,7.5,1.07,-9.914547184
1.723130543,0,1.064132814,-10.04297052
3.40008404,0,1.09,-10.33882253
26.58253029,16.6,1.058238206,-11.07054901
8.895798944,5.8,1.05341484,-11.07318318
-0.699717619,1.8,1.059835812,-10.42027551
4.805896395,1.6,1.058472167,-10.39540716
4.184509622,5.8,1.056796139,-10.31054231
7.093452493,5,1.045278522,-11.11088863
-3.701462995,0,1.06,0
30.4830232,12.7,1.045,-3.75800396
68.82718948,19,1.01,-9.297424666
35.91606151,-3.9,1.022911706,-7.75016799
9.842013278,1.6,1.024724521,-6.573467517
7.954071532,7.5,1.07,-10.08066904
1.386498039,0,1.063938805,-10.29837115
3.537923902,0,1.09,-10.60627329
27.75871104,16.6,1.057872173,-11.34758334
8.530916524,5.8,1.053078948,-11.33110015
0.040352153,1.8,1.059328383,-10.66971488
4.395577335,1.6,1.058877772,-10.52956916
3.705934969,5.8,1.056966434,-10.46399502
7.244985016,5,1.045018025,-11.34605306
-4.111291655,0,1.06,0
20.00287338,12.7,1.045,-3.204180803
59.91922777,19,1.01,-8.202385516
38.28003835,-3.9,1.023083545,-7.130049889
8.760017461,1.6,1.025021475,-6.025590725
8.215512439,7.5,1.07,-9.48081663
1.644314987,0,1.064351305,-9.591026194
3.977477634,0,1.09,-9.93704856
25.65205544,16.6,1.058605539,-10.55551439
7.572836254,5.8,1.053930936,-10.54556528
0.42190329,1.8,1.059660821,-9.99499034
5.101388708,1.6,1.058322999,-9.962080938
3.890689192,5.8,1.057118804,-9.844142621
6.30738216,5,1.046198505,-10.55464266
-4.486983574,0,1.06,0
22.9202861,12.7,1.045,-3.694842653
66.84722966,19,1.01,-9.289251968
46.40855313,-3.9,1.021625757,-7.982715168
9.819428516,1.6,1.02389106,-6.72017184
7.470168031,7.5,1.07,-10.19290797
1.964888754,0,1.063529247,-10.44555924
3.954591311,0,1.09,-10.7898565
26.43138882,16.6,1.057616354,-11.39316774
7.13271311,5.8,1.053164316,-11.34919667
0.643817784,1.8,1.059148048,-10.76413598
5.001671712,1.6,1.058350537,-10.67755569
4.011754921,5.8,1.056939555,-10.57374772
6.156261568,5,1.045647304,-11.33340677
-4.252327713,0,1.06,0
23.70522773,12.7,1.045,-4.026935664
75.19725794,19,1.01,-10.2152982
50.32885664,-3.9,1.021152558,-8.535076349
9.412097027,1.6,1.023428038,-7.170582027
8.303398876,7.5,1.07,-10.78021072
1.860992825,0,1.06354461,-10.91243356
3.834208839,0,1.09,-11.24624506
23.53840782,16.6,1.057858598,-11.8274502
6.966422897,5.8,1.053442222,-11.80460225
0.656166971,1.8,1.059323022,-11.28508042
5.633901105,1.6,1.057687907,-11.31688692
3.932927143,5.8,1.056585987,-11.18518969
7.911959014,5,1.044398058,-11.98397742
-4.242527519,0,1.06,0
21.9186473,12.7,1.045,-3.623973015
62.03693657,19,1.01,-8.974932868
51.17024737,-3.9,1.02119754,-7.959355397
12.18317647,1.6,1.023569757,-6.707469268
6.810626573,7.5,1.07,-10.00127088
2.684798367,0,1.063440433,-10.2952316
3.281097397,0,1.09,-10.580916
23.89632085,16.6,1.057580378,-11.17381021
7.230037839,5.8,1.053137531,-11.13522151
0.482468377,1.8,1.059207993,-10.55305395
4.454651237,1.6,1.058825348,-10.44226055
3.557533149,5.8,1.057044746,-10.36169925
7.030855547,5,1.045049479,-11.18635093
-3.941482765,0,1.06,0
19.84978527,12.7,1.045,-3.455213818
54.64731187,19,1.01,-8.398937198
50.90043354,-3.9,1.020610509,-7.799125967
13.24278513,1.6,1.023046729,-6.600482647
7.241143334,7.5,1.07,-10.0088818
2.922944692,0,1.063015862,-10.30271191
3.719399777,0,1.09,-10.62668894
25.15601858,16.6,1.057067156,-11.22996895
6.801318579,5.8,1.052745768,-11.17606969
0.962795717,1.8,1.058796462,-10.60121169
4.749395642,1.6,1.05859018,-10.46551468
2.495359885,5.8,1.057085794,-10.36511368
8.546866268,5,1.043678069,-11.33972857
-4.03928302,0,1.06,0
16.34216228,12.7,1.045,-3.619106727
56.57201396,19,1.01,-8.860645949
59.39434929,-3.9,1.019039915,-8.294974896
12.32293954,1.6,1.022004856,-6.964872232
6.249431121,7.5,1.07,-10.4256167
2.464036936,0,1.06203351,-10.85485128
3.896704022,0,1.09,-11.19458646
28.2012793,16.6,1.055836601,-11.82587113
6.95201141,5.8,1.051667933,-11.74197202
0.768737934,1.8,1.058279316,-11.08330301
5.155123242,1.6,1.058198252,-10.9226028
3.063142298,5.8,1.056872327,-10.81193559
7.005785147,5,1.043964439,-11.74865225
-2.874800824,0,1.06,0
15.84666356,12.7,1.045,-3.518816059
50.23525569,19,1.01,-8.419583774
67.54915364,-3.9,1.018761906,-8.223181939
13.86438894,1.6,1.021868553,-6.897203443
6.233138934,7.5,1.07,-10.15576468
2.009793604,0,1.062411141,-10.46481366
3.83276523,0,1.09,-10.79885548
22.77400374,16.6,1.056630599,-11.2990447
6.57220395,5.8,1.052410315,-11.25702803
1.329249431,1.8,1.058489559,-10.73251984
4.835417336,1.6,1.058495484,-10.61052854
3.044720004,5.8,1.057093765,-10.49741628
7.005234452,5,1.044548137,-11.31406199
-3.121139522,0,1.06,0
16.10281084,12.7,1.045,-3.988428411
59.79792619,19,1.01,-9.661063316
74.64303395,-3.9,1.017067889,-9.102356379
11.18150192,1.6,1.020712279,-7.568167381
5.731227391,7.5,1.07,-11.01951425
1.868421004,0,1.061186224,-11.50382453
3.929783469,0,1.09,-11.84671735
25.15693383,16.6,1.054992826,-12.42235932
7.316979643,5.8,1.0508024,-12.35985283
1.2685372,1.8,1.057617933,-11.71361755
4.404405806,1.6,1.058678217,-11.47955305
3.106558284,5.8,1.056512634,-11.41970319
8.552197073,5,1.042213735,-12.47322692
-3.774986012,0,1.06,0
16.97362677,12.7,1.045,-3.857353851
65.08465629,19,1.01,-9.649168987
64.94121779,-3.9,1.019049879,-8.66429305
10.49310455,1.6,1.022228432,-7.208831065
5.426937491,7.5,1.07,-10.49707915
2.344821889,0,1.06221991,-11.01255267
4.401611968,0,1.09,-11.39624167
23.81458121,16.6,1.056110445,-11.85197686
6.99173467,5.8,1.051841037,-11.78488074
1.171147415,1.8,1.058208677,-11.16046734
4.40806806,1.6,1.058826276,-10.94119837
2.974879802,5.8,1.056926436,-10.86850427
7.693238245,5,1.043656578,-11.84253697
-3.410709834,0,1.06,0
16.30607756,12.7,1.045,-3.858223585
64.13574797,19,1.01,-9.625380253
65.50783622,-3.9,1.01866364,-8.713182513
10.64040831,1.6,1.021961368,-7.24594126
4.69271241,7.5,1.07,-10.53746646
2.394040593,0,1.061846251,-11.15360933
5.045183184,0,1.09,-11.59355429
23.6921259,16.6,1.055558364,-12.00172024
7.3011679,5.8,1.051228655,-11.93254182
1.510636451,1.8,1.057719187,-11.27190049
4.44485375,1.6,1.058801235,-10.98565933
1.995864135,5.8,1.05692451,-10.91267664
9.308040449,5,1.042158937,-12.07472294
-3.416443738,0,1.06,0
17.329696,12.7,1.045,-4.329099595
77.61010438,19,1.01,-11.01969914
68.28141078,-3.9,1.017962547,-9.470491755
9.591520018,1.6,1.021398193,-7.844075472
4.708040952,7.5,1.07,-11.21661845
2.463926839,0,1.061339688,-11.95012156
5.342227345,0,1.09,-12.41619197
23.24629708,16.6,1.054863958,-12.79739136
7.974970908,5.8,1.050393896,-12.73877383
1.895856362,1.8,1.057088718,-12.03426564
3.931353351,1.6,1.059205548,-11.63588172
1.552111555,5.8,1.056855779,-11.59567175
10.330158,5,1.040970617,-12.90296777
-2.725715234,0,1.06,0
17.20671935,12.7,1.045,-4.504609162
83.17998993,19,1.01,-11.58545239
73.83958973,-3.9,1.017722268,-9.779553278
9.025134889,1.6,1.021388307,-8.051289745
4.829431991,7.5,1.07,-11.21260193
2.453174798,0,1.061354442,-12.10430631
6.725381349,0,1.09,-12.69104246
21.31720853,16.6,1.054936979,-12.7936486
7.472890628,5.8,1.050710231,-12.70037114
