Pd,Qd,Vm,Va
8.555950154,1.6,1.022451885,-7.118925799
9.521120474,7.5,1.07,-11.60747049
-0.096404056,0,1.063613566,-10.83998832
0.571404579,0,1.09,-10.88973208
20.98736227,16.6,1.058489014,-12.10598813
9.477534824,5.8,1.05297535,-12.32750433
3.885643682,1.8,1.057809689,-12.11805731
6.254449704,1.6,1.056042616,-12.32294798
8.939064948,5.8,1.053371658,-12.26815137
12.74650734,5,1.039909099,-12.99915125
0.126564962,0,1.06,0
24.08299483,12.7,1.045,-3.681080949
59.59744186,19,1.01,-8.892116821
47.34184134,-3.9,1.021123933,-8.011549575
9.211690179,1.6,1.022967671,-6.834133468
8.35292086,7.5,1.07,-11.12535626
0.313674614,0,1.064039928,-10.39855303
0.690876516,0,1.09,-10.45867336
19.91359608,16.6,1.059022149,-11.58009818
8.459582825,5.8,1.053771908,-11.76286566
3.329616702,1.8,1.058474289,-11.5665957
6.541022598,1.6,1.055801866,-11.8625595
9.377122788,5.8,1.053344578,-11.79451087
12.13246031,5,1.04065635,-12.44652231
-0.078385079,0,1.06,0
21.85735172,12.7,1.045,-3.371477352
55.65102801,19,1.01,-8.23573444
42.91896859,-3.9,1.022057921,-7.483122195
9.07518523,1.6,1.023721889,-6.399435271
8.575200537,7.5,1.07,-10.589134
0.604454893,0,1.06456172,-9.838715169
0.719259404,0,1.09,-9.901274712
18.31998481,16.6,1.059617401,-10.98663194
8.791940855,5.8,1.054170208,-11.19400413
3.476425779,1.8,1.058625658,-11.02129563
6.053906244,1.6,1.056311553,-11.27790152
8.926319049,5.8,1.053670341,-11.22318087
12.38499264,5,1.040958379,-11.88214509
0.528561588,0,1.06,0
24.84282494,12.7,1.045,-3.494202686
51.0585366,19,1.01,-8.17430881
50.03058455,-3.9,1.021089046,-7.730658518
9.509278886,1.6,1.023049868,-6.599266671
8.706435166,7.5,1.07,-10.785627
0.529211944,0,1.064228853,-10.03737922
0.957795576,0,1.09,-10.12071217
19.00724771,16.6,1.05939056,-11.14990733
8.052489175,5.8,1.054134341,-11.34264275
3.80771125,1.8,1.058479435,-11.20990182
6.597248125,1.6,1.055924022,-11.49558824
9.200823699,5.8,1.053897486,-11.39746171
10.19299511,5,1.042526755,-11.87549824
0.360815839,0,1.06,0
23.56603526,12.7,1.045,-3.808800627
60.19282886,19,1.01,-9.164060283
55.98299681,-3.9,1.020275767,-8.334816134
6.925287053,1.6,1.022549719,-7.045562159
9.160594921,7.5,1.07,-11.35408296
0.447239709,0,1.063863416,-10.63083359
1.105463527,0,1.09,-10.72704743
19.84406478,16.6,1.059034306,-11.73353556
7.56475567,5.8,1.054011399,-11.89988176
3.461548578,1.8,1.058564359,-11.75529755
7.263893667,1.6,1.055311212,-12.11556046
9.614909368,5.8,1.053725998,-11.9863629
9.357673707,5,1.042852303,-12.39525887
0.587097978,0,1.06,0
22.01077011,12.7,1.045,-3.524057312
45.4080929,19,1.01,-8.051423171
59.38084945,-3.9,1.019227964,-8.042653627
7.705504546,1.6,1.021800142,-6.820048162
8.534393936,7.5,1.07,-11.21760056
0.140752412,0,1.063239768,-10.47422157
1.465366534,0,1.09,-10.60183436
21.6980125,16.6,1.058334749,-11.64355805
8.31460464,5.8,1.053323881,-11.81570473
2.758520034,1.8,1.058493068,-11.60998686
7.977832459,1.6,1.0545448,-12.0510173
10.34601285,5.8,1.053209822,-11.90262301
9.16077302,5,1.042366867,-12.29294219
0.346367375,0,1.06,0
22.70604792,12.7,1.045,-3.400269143
43.06986612,19,1.01,-7.724072469
60.92271135,-3.9,1.019851885,-7.793035388
6.735528608,1.6,1.022435923,-6.589881172
8.411985726,7.5,1.07,-10.83198477
0.035026314,0,1.063848541,-10.02134022
1.467075806,0,1.09,-10.14902875
17.91563394,16.6,1.059193785,-11.09116328
7.671157789,5.8,1.054262603,-11.26635861
2.578261097,1.8,1.059090508,-11.13249321
7.492684946,1.6,1.05489655,-11.63494521
10.70741232,5.8,1.053097333,-11.51410395
9.985624369,5,1.042220324,-11.87696126
0.013314278,0,1.06,0
25.19060602,12.7,1.045,-3.503443756
38.89388437,19,1.01,-7.661112682
65.37399602,-3.9,1.018796657,-8.007743806
6.404020286,1.6,1.021726406,-6.758964267
8.317342928,7.5,1.07,-11.05821345
-0.025150483,0,1.063156297,-10.33894402
1.79147734,0,1.09,-10.49496878
20.16748924,16.6,1.058325422,-11.44683799
8.068634958,5.8,1.053394909,-11.61575422
2.705646962,1.8,1.058561584,-11.42733432
7.276805121,1.6,1.055092958,-11.84755953
10.86495,5.8,1.053126049,-11.73980065
8.933675492,5,1.042490572,-12.09291677
0.470480809,0,1.06,0
25.69281494,12.7,1.045,-3.369037891
35.48052096,19,1.01,-7.266576651
63.9841856,-3.9,1.019179616,-7.749149417
6.641610531,1.6,1.022066958,-6.54831266
7.624683468,7.5,1.07,-10.75159929
-0.419427456,0,1.063336024,-10.03787735
1.735571905,0,1.09,-10.18900758
19.76855978,16.6,1.058490877,-11.14930052
8.170239639,5.8,1.053451603,-11.3270834
3.080482221,1.8,1.058429121,-11.14860289
8.004331817,1.6,1.054640034,-11.56648974
9.499868095,5.8,1.053584677,-11.39913666
9.358117307,5,1.042478362,-11.81008281
0.347540082,0,1.06,0
25.6791291,12.7,1.045,-3.217001574
33.34141159,19,1.01,-6.919548897
65.48465745,-3.9,1.01982191,-7.465370016
5.145298967,1.6,1.02277765,-6.277720167
6.026851103,7.5,1.07,-10.29900162
-0.330218807,0,1.063877631,-9.559425623
1.469547462,0,1.09,-9.687325781
16.02862541,16.6,1.05920739,-10.58000937
8.554018906,5.8,1.053940222,-10.79566523
3.283433161,1.8,1.058614166,-10.66624266
7.942263219,1.6,1.054594244,-11.12252324
10.50112176,5.8,1.053302817,-10.96907951
9.130370473,5,1.042936173,-11.28295209
0.163046939,0,1.06,0
26.86762712,12.7,1.045,-3.46461564
37.89835192,19,1.01,-7.525937093
72.04611795,-3.9,1.019231285,-7.899874287
5.632230294,1.6,1.022432615,-6.608049529
6.182742187,7.5,1.07,-10.46786196
-0.549477257,0,1.063625272,-9.855945101
1.587713353,0,1.09,-9.99416248
15.48039927,16.6,1.058914678,-10.81042013
8.705273265,5.8,1.053594297,-11.02732364
3.649599222,1.8,1.058267248,-10.88518979
7.555300721,1.6,1.05522391,-11.21886435
9.214115981,5.8,1.054242551,-11.0474143
7.492816519,5,1.044353486,-11.31697309
0.209433774,0,1.06,0
26.27032806,12.7,1.045,-3.251933683
36.34082144,19,1.01,-7.11107566
68.05978115,-3.9,1.020127301,-7.48356479
4.326444007,1.6,1.023285693,-6.241639982
5.812737966,7.5,1.07,-9.945172965
-0.293173941,0,1.063962742,-9.437425043
1.828228516,0,1.09,-9.596529886
16.00544474,16.6,1.059150141,-10.36365914
8.250235116,5.8,1.053941115,-10.54514887
3.321245093,1.8,1.058574097,-10.3669634
6.712366604,1.6,1.056028986,-10.63367284
9.067595346,5.8,1.05449894,-10.50480522
7.296539887,5,1.044735653,-10.81286481
0.016757836,0,1.06,0
32.44578354,12.7,1.045,-3.392596585
40.48372041,19,1.01,-7.378165113
59.80889524,-3.9,1.021191632,-7.439866188
5.026616479,1.6,1.023839263,-6.258614216
6.338874431,7.5,1.07,-10.06217832
-0.604602963,0,1.064505037,-9.434102737
1.771808036,0,1.09,-9.588218923
15.43845792,16.6,1.059770333,-10.4023673
9.49134346,5.8,1.054151715,-10.6412988
3.287523929,1.8,1.058701742,-10.47177875
6.963543018,1.6,1.055772593,-10.77441231
9.518137177,5.8,1.054352904,-10.63756113
7.321331057,5,1.04501404,-10.8942794
-0.020430041,0,1.06,0
37.32362531,12.7,1.045,-3.559001229
43.71256119,19,1.01,-7.692246316
56.60441757,-3.9,1.021435779,-7.545237648
5.670029938,1.6,1.024057332,-6.350537153
4.75791743,7.5,1.07,-10.00322745
-0.251952241,0,1.064235834,-9.626317702
1.855182301,0,1.09,-9.787726822
17.94142873,16.6,1.059096682,-10.6160718
8.522134392,5.8,1.053912535,-10.75720567
2.430429964,1.8,1.058894885,-10.45906719
5.894914,1.6,1.056634412,-10.66735043
9.173312655,5.8,1.054147048,-10.61166802
9.145946865,5,1.043209098,-11.14904645
-0.132496057,0,1.06,0
38.15717287,12.7,1.045,-3.661412061
39.12547497,19,1.01,-7.63896841
59.14721576,-3.9,1.020109469,-7.818241118
5.707872108,1.6,1.0229013,-6.604922326
6.101114481,7.5,1.07,-10.61506124
-0.193383804,0,1.063509804,-10.13055197
2.374149186,0,1.09,-10.33725471
18.85828583,16.6,1.058363609,-11.20699487
10.36498341,5.8,1.052829448,-11.41688537
2.394390024,1.8,1.058340259,-11.0927532
6.235939883,1.6,1.056123954,-11.32868275
10.23120299,5.8,1.053505387,-11.2757471
9.129388584,5,1.042524006,-11.77109166
-0.289373925,0,1.06,0
34.13146441,12.7,1.045,-3.415519665
43.24084483,19,1.01,-7.490216333
48.84274751,-3.9,1.021624704,-7.343669003
5.834669072,1.6,1.023980944,-6.222626215
5.606353977,7.5,1.07,-10.13493187
0.34657228,0,1.064117799,-9.723764041
2.602500586,0,1.09,-9.950218585
20.43613343,16.6,1.05888212,-10.79369758
9.08755592,5.8,1.053605543,-10.94326232
2.225866404,1.8,1.058808633,-10.60806404
6.600572317,1.6,1.055953924,-10.86319806
9.498256096,5.8,1.053830996,-10.78353729
9.250444316,5,1.042870933,-11.33276967
-0.861400336,0,1.06,0
31.31248668,12.7,1.045,-3.51065641
41.77107141,19,1.01,-7.658529475
54.73756294,-3.9,1.020106583,-7.709003879
5.811803789,1.6,1.02285699,-6.511440451
5.414740777,7.5,1.07,-10.56862916
0.471980245,0,1.063173943,-10.24544322
3.097657946,0,1.09,-10.51522308
23.06802216,16.6,1.057750402,-11.36079347
8.245453538,5.8,1.052954381,-11.4439967
1.525559804,1.8,1.058749196,-11.04052683
7.55973007,1.6,1.055035738,-11.37925125
9.085638364,5.8,1.053454792,-11.26222924
10.35567025,5,1.041248524,-11.95022458
-1.064105295,0,1.06,0
37.53642468,12.7,1.045,-3.569554182
44.62569872,19,1.01,-7.731446182
48.62158941,-3.9,1.021548114,-7.513892912
7.261973775,1.6,1.023837344,-6.38399737
5.453381372,7.5,1.07,-10.25118268
0.179290046,0,1.064042807,-9.902893358
3.207927867,0,1.09,-10.18204873
21.18826903,16.6,1.058761503,-10.9529449
7.558167334,5.8,1.053967583,-11.03100936
1.71031548,1.8,1.059218137,-10.68433962
7.020114371,1.6,1.055632452,-11.00479054
8.675163347,5.8,1.053899215,-10.90000088
10.32012299,5,1.042053648,-11.55855817
-0.65070917,0,1.06,0
26.72613158,12.7,1.045,-3.508364771
45.75499176,19,1.01,-7.931458385
52.19361727,-3.9,1.019983501,-7.802596023
8.104400323,1.6,1.022544938,-6.61725992
5.11533258,7.5,1.07,-10.70652121
0.120992788,0,1.062956476,-10.42618588
3.679882978,0,1.09,-10.74673867
23.61721141,16.6,1.05740127,-11.57391659
8.816576288,5.8,1.052484042,-11.66624906
1.631752166,1.8,1.058440156,-11.22633888
7.479400427,1.6,1.05509214,-11.51627466
8.772580451,5.8,1.053402702,-11.40791028
11.03048369,5,1.040528264,-12.18812608
-0.788798377,0,1.06,0
25.11545186,12.7,1.045,-3.399485381
46.88347542,19,1.01,-7.826045874
47.03842504,-3.9,1.02063216,-7.590934149
9.07247163,1.6,1.022913099,-6.465584311
5.392080798,7.5,1.07,-10.54141239
0.628872356,0,1.063263832,-10.25652644
3.803531141,0,1.09,-10.58775452
22.38420339,16.6,1.05772828,-11.39120962
10.22199924,5.8,1.052440259,-11.53061558
1.27986347,1.8,1.058556814,-11.05865041
8.224286489,1.6,1.054622857,-11.37741909
7.592146258,5.8,1.053861126,-11.20802274
11.16262741,5,1.040820267,-12.00796488
-0.612692318,0,1.06,0
31.13534229,12.7,1.045,-3.514107395
49.42304951,19,1.01,-7.99515214
43.98808252,-3.9,1.021438037,-7.550648615
8.267389025,1.6,1.023586921,-6.429911774
6.30457363,7.5,1.07,-10.40179883
0.717838957,0,1.063666406,-10.15602914
3.46676448,0,1.09,-10.45781556
23.47017176,16.6,1.058126611,-11.27411356
10.13384122,5.8,1.052922002,-11.38912745
0.322994978,1.8,1.059204672,-10.87075581
7.657842511,1.6,1.055279698,-11.17798334
7.487905512,5.8,1.054384996,-11.02220673
9.569560498,5,1.042430475,-11.73348813
-0.478194582,0,1.06,0
36.58298418,12.7,1.045,-3.628952823
51.94041968,19,1.01,-8.174264706
36.72838881,-3.9,1.021884448,-7.523929829
7.906642707,1.6,1.023937643,-6.421066048
6.255460342,7.5,1.07,-10.36519125
1.10765974,0,1.063331488,-10.35698894
3.822637101,0,1.09,-10.68985968
27.58786053,16.6,1.057300981,-11.55290461
10.4173575,5.8,1.052114339,-11.61953535
0.145212626,1.8,1.058787573,-10.96058821
6.947642528,1.6,1.056118061,-11.07394555
5.697222236,5.8,1.055019861,-10.94298408
10.0958452,5,1.041815908,-11.89840585
-1.160290853,0,1.06,0
40.57647295,12.7,1.045,-4.210429244
56.19279698,19,1.01,-9.26618211
44.04178098,-3.9,1.019388701,-8.574348441
8.534244856,1.6,1.021891149,-7.303508129
6.630948358,7.5,1.07,-11.58793955
1.198621605,0,1.061633469,-11.71842204
4.588144518,0,1.09,-12.1185923
32.0124509,16.6,1.055194778,-13.02591161
9.598064037,5.8,1.050624695,-13.00448179
-0.639617094,1.8,1.05829993,-12.22534572
7.04896936,1.6,1.055711314,-12.35353198
5.910965863,5.8,1.054027566,-12.25941358
12.5036393,5,1.038391393,-13.49759033
-1.395300962,0,1.06,0
37.49253567,12.7,1.045,-4.104236897
63.094166,19,1.01,-9.459249594
35.30537639,-3.9,1.020726937,-8.319812831
8.353343787,1.6,1.022774803,-7.106537701
7.137114696,7.5,1.07,-11.40225962
1.954343308,0,1.062332793,-11.48710965
4.258538512,0,1.09,-11.8582873
32.42705841,16.6,1.055985722,-12.78408766
8.824353727,5.8,1.051476969,-12.74790921
-0.47889727,1.8,1.058692701,-12.01242606
7.742892499,1.6,1.055251219,-12.19874037
5.482051159,5.8,1.054361623,-12.05370517
11.99484577,5,1.039371003,-13.22998929
-2.11313353,0,1.06,0
44.39790258,12.7,1.045,-4.262499292
69.04145906,19,1.01,-9.834746864
31.32225188,-3.9,1.022030344,-8.273980368
8.799293805,1.6,1.023854774,-7.063593047
6.852360441,7.5,1.07,-11.01728965
1.610372206,0,1.062948569,-11.26009175
3.837247688,0,1.09,-11.59435515
34.15773492,16.6,1.056493823,-12.50754529
8.747345782,5.8,1.051923668,-12.44568592
-0.705882273,1.8,1.058991483,-11.65869634
6.383787915,1.6,1.056782733,-11.67749681
5.440867855,5.8,1.055488865,-11.57106809
7.960015619,5,1.043057997,-12.54089714
-2.960081481,0,1.06,0
39.17696822,12.7,1.045,-3.747921717
55.49969435,19,1.01,-8.472158971
34.39588191,-3.9,1.022237384,-7.607675023
9.64163756,1.6,1.024146486,-6.5052552
7.768639286,7.5,1.07,-10.28111275
1.710155403,0,1.06342455,-10.44220756
4.322651718,0,1.09,-10.81858664
30.33601999,16.6,1.057292689,-11.5776114
9.067536597,5.8,1.052527753,-11.56456804
-0.531615225,1.8,1.059273417,-10.85797531
5.721344068,1.6,1.057505031,-10.86002228
4.985011027,5.8,1.056104173,-10.75704596
7.224877729,5,1.044330747,-11.60252765
-2.670153085,0,1.06,0
36.9744111,12.7,1.045,-3.705875777
59.29525107,19,1.01,-8.629257287
37.28230644,-3.9,1.022867868,-7.549817265
8.523934347,1.6,1.024770053,-6.416946276
8.537770748,7.5,1.07,-10.01953118
1.521131976,0,1.06410495,-10.09085869
3.272900952,0,1.09,-10.37565147
26.63389158,16.6,1.058249708,-11.14326194
9.149154082,5.8,1.053320443,-11.1666189
-0.367809625,1.8,1.059652545,-10.53581328
5.086208945,1.6,1.058193814,-10.52379814
4.445491434,5.8,1.056666516,-10.42726182
6.986587486,5,1.045310519,-11.1943684
-3.522039956,0,1.06,0
30.80020627,12.7,1.045,-3.746958414
69.00653749,19,1.01,-9.281215309
36.02137038,-3.9,1.02306156,-7.712780501
9.483119971,1.6,1.024892206,-6.533348355
7.53719579,7.5,1.07,-9.99102662
1.562960908,0,1.064033765,-10.22973682
3.450543432,0,1.09,-10.53000745
27.20680764,16.6,1.057975075,-11.2578373
9.031826535,5.8,1.053139268,-11.24522954
-0.735528096,1.8,1.05968122,-10.54340657
4.685055015,1.6,1.058614529,-10.46449969
3.961439713,5.8,1.056876313,-10.38782032
6.99096201,5,1.045220964,-11.24217102
-4.216500882,0,1.06,0
20.0001801,12.7,1.045,-3.144051644
59.27547026,19,1.01,-8.071082085
37.81775077,-3.9,1.023377225,-7.009074859
8.564591809,1.6,1.02527316,-5.922065068
8.17288061,7.5,1.07,-9.330261074
1.403656109,0,1.064550073,-9.404334794
3.503970844,0,1.09,-9.709106902
25.54723837,16.6,1.058847561,-10.37483049
7.298866356,5.8,1.054262188,-10.35357711
0.04231895,1.8,1.060000841,-9.804701853
5.07559547,1.6,1.058329902,-9.81195857
3.945456989,5.8,1.057075223,-9.697234058
6.617294969,5,1.046101044,-10.41316372
-4.050492964,0,1.06,0
22.52395566,12.7,1.045,-3.700015931
66.85173513,19,1.01,-9.306094913
46.20295702,-3.9,1.021528145,-8.007818206
9.886180698,1.6,1.023773366,-6.747254326
7.994566641,7.5,1.07,-10.27911485
1.419606816,0,1.063480961,-10.4967653
4.382693611,0,1.09,-10.87835214
26.56474591,16.6,1.057584757,-11.46438387
7.523576185,5.8,1.05307212,-11.43268438
0.406208466,1.8,1.059200548,-10.83703692
5.074856218,1.6,1.058276134,-10.76903396
3.998556339,5.8,1.056908464,-10.66131126
6.276314385,5,1.045532313,-11.42124518
-4.199935945,0,1.06,0
23.50918909,12.7,1.045,-3.990020173
74.88171734,19,1.01,-10.14388222
50.32333086,-3.9,1.021289574,-8.469280879
9.379539178,1.6,1.023577335,-7.109929851
7.968781171,7.5,1.07,-10.6563623
1.635861565,0,1.063598732,-10.81305038
3.812589981,0,1.09,-11.1449628
23.71233783,16.6,1.057886949,-11.72461978
6.86833607,5.8,1.053490535,-11.69408209
0.627395237,1.8,1.059356177,-11.16662991
5.720669123,1.6,1.057674616,-11.19144756
3.622452843,5.8,1.056753187,-11.04901829
7.728990278,5,1.044614908,-11.85202421
-4.16038095,0,1.06,0
21.74034579,12.7,1.045,-3.606916551
61.8886176,19,1.01,-8.94257537
51.20101696,-3.9,1.021284808,-7.930904326
12.17692687,1.6,1.02362235,-6.685759482
7.002643543,7.5,1.07,-9.987827866
2.137479567,0,1.063552742,-10.23304077
3.453977323,0,1.09,-10.53374617
23.72625408,16.6,1.057763832,-11.11507729
7.109949561,5.8,1.053310395,-11.08301155
0.638223679,1.8,1.059242918,-10.52776642
4.857322056,1.6,1.058530137,-10.44699132
3.294055475,5.8,1.057175332,-10.33674315
6.871713929,5,1.045330425,-11.12962594
-3.675875665,0,1.06,0
19.69225751,12.7,1.045,-3.429805109
54.57356607,19,1.01,-8.356640851
50.9778899,-3.9,1.020743919,-7.751990661
13.06700611,1.6,1.023171971,-6.557121017
6.815939788,7.5,1.07,-9.939053502
2.830079627,0,1.063120354,-10.21517474
3.454033549,0,1.09,-10.51600734
25.11679804,16.6,1.057201691,-11.14164727
6.846675135,5.8,1.052911611,-11.08448569
0.512693941,1.8,1.059075923,-10.49799943
4.844868426,1.6,1.058432501,-10.41529493
3.20856683,5.8,1.056833533,-10.32101832
8.247239962,5,1.043865997,-11.24706175
-3.851451306,0,1.06,0
16.11906493,12.7,1.045,-3.622052841
56.52293804,19,1.01,-8.868292368
59.74408683,-3.9,1.018979939,-8.311119672
12.56422297,1.6,1.021946661,-6.980111271
6.427326814,7.5,1.07,-10.43769268
2.261158935,0,1.062004106,-10.86148206
3.888012518,0,1.09,-11.20046885
28.38756597,16.6,1.055803642,-11.83940418
6.766415335,5.8,1.051649234,-11.75383091
1.057156582,1.8,1.058149217,-11.10965188
4.984604158,1.6,1.058376087,-10.91694275
2.828705576,5.8,1.056993244,-10.81011586
7.030384952,5,1.043978767,-11.75735773
-3.081300635,0,1.06,0
15.54649877,12.7,1.045,-3.516346666
50.16382818,19,1.01,-8.420107076
67.85346558,-3.9,1.018709946,-8.233236671
13.55459083,1.6,1.021840344,-6.901768036
6.235636176,7.5,1.07,-10.18356165
2.462551713,0,1.062424824,-10.49192334
3.918995516,0,1.09,-10.83347619
22.76519238,16.6,1.056689182,-11.3046267
6.132926247,5.8,1.052664953,-11.23933496
0.698397825,1.8,1.05889693,-10.70588565
5.28387544,1.6,1.058049575,-10.67910605
3.426316637,5.8,1.056861056,-10.5505821
7.040320151,5,1.044460725,-11.34329812
-2.869724056,0,1.06,0
16.0860659,12.7,1.045,-4.021263321
59.96204603,19,1.01,-9.722990417
75.03543384,-3.9,1.016901989,-9.169890665
11.6889164,1.6,1.02052845,-7.63297771
5.718983215,7.5,1.07,-11.1159275
1.670277134,0,1.061107149,-11.57402166
3.751475389,0,1.09,-11.90138045
25.5162725,16.6,1.054918602,-12.51497369
7.847546484,5.8,1.050594963,-12.47321414
1.326138835,1.8,1.057481989,-11.82135579
4.694613025,1.6,1.058443972,-11.59353898
3.234894561,5.8,1.056531985,-11.51622634
7.932442859,5,1.042626947,-12.51821862
-3.983302235,0,1.06,0
17.16529591,12.7,1.045,-3.874742425
65.16623006,19,1.01,-9.677604298
65.21773068,-3.9,1.018992865,-8.692835305
10.61225875,1.6,1.022170151,-7.234871464
5.191733376,7.5,1.07,-10.53350387
2.020941513,0,1.062188929,-11.03169532
4.338337649,0,1.09,-11.40987964
23.91706073,16.6,1.056074934,-11.88795014
7.062677056,5.8,1.051794299,-11.82330402
1.162505108,1.8,1.058187656,-11.1974381
4.520814307,1.6,1.058691371,-10.99147932
3.112108408,5.8,1.056796608,-10.91797908
7.914521508,5,1.043422189,-11.90206115
-3.705060272,0,1.06,0
16.67536331,12.7,1.045,-3.891041169
64.01065984,19,1.01,-9.665535015
65.78694559,-3.9,1.018527992,-8.770978612
10.75297154,1.6,1.021807477,-7.301741502
4.789972323,7.5,1.07,-10.65707265
2.5009032,0,1.061825505,-11.22474664
4.846911148,0,1.09,-11.64741002
24.21665411,16.6,1.055593806,-12.08471184
6.877709512,5.8,1.051433554,-11.99930063
1.101105459,1.8,1.058012049,-11.34432143
4.606464219,1.6,1.058527693,-11.13655316
2.955162542,5.8,1.056498243,-11.07193543
9.211095192,5,1.042073758,-12.18358479
-3.580676715,0,1.06,0
17.11387072,12.7,1.045,-4.301843828
77.38615765,19,1.01,-10.9681842
68.11470482,-3.9,1.018069052,-9.423470785
9.781558763,1.6,1.021495367,-7.80382121
4.291598926,7.5,1.07,-11.12941716
2.296870717,0,1.061397319,-11.88664425
5.678199344,0,1.09,-12.38199959
23.29600735,16.6,1.054921978,-12.71598059
7.74574773,5.8,1.050524234,-12.64499816
1.724074913,1.8,1.057229872,-11.93524018
3.880159507,1.6,1.059224038,-11.55097501
1.962028082,5.8,1.056768489,-11.51866572
9.932357125,5,1.041255005,-12.79182189
-2.872797497,0,1.06,0
17.32343443,12.7,1.045,-4.520544075
83.3844139,19,1.01,-11.61676037
73.67592987,-3.9,1.017718448,-9.802524335
9.329824492,1.6,1.021327248,-8.079784301
4.947338388,7.5,1.07,-11.27896597
2.202725543,0,1.061398512,-12.11237182
6.418767267,0,1.09,-12.6723342
21.50043672,16.6,1.055030188,-12.82529981
7.262544208,5.8,1.050756229,-12.74327705
