Voltage,Angle,Pi,Qi
1.05737964,0.006347112,-0.155632107,-0.145842746
1.0503359,0.004509201,-0.084417775,-0.122655572
1.052400914,-0.002931262,-0.101172581,-0.066112679
1.061143672,-0.000173296,-0.009025268,0.001270122
1.038499065,-0.011029078,-0.197621092,-0.118924879
1.069771125,-0.027714416,-0.819546655,0.954382598
1.038806929,0.017763911,1.101064972,-0.552207572
1.0018472,-0.020027571,-0.202347496,-0.222426521
1.011210649,-0.028871988,-1.786865314,-0.25278001
1.033062903,0.028257357,1.875600262,-0.076799405
1.082043491,-0.00310122,0.083137529,0.385596764
1.067922326,-0.037127798,-0.686915545,0.14758002
1.077329987,-0.016382911,0.135483275,0.05894241
1.066159366,0.011959868,1.322198414,-0.169944745
1.055805736,-0.041963946,-0.65023138,0.107963051
1.06055888,-0.046897716,-0.26291309,0.042092591
1.072087097,0.009507335,0.114572978,0.082181812
1.029052247,0.021896069,-0.05439328,-0.56885694
1.031522921,0.011424481,-0.075428197,-0.088711285
1.061906634,0.024111131,-0.00680024,0.577890637
1.042113978,0.035013664,0.251213635,-0.181414112
1.031301757,0.023607959,-0.189813086,-0.034147378
1.03343373,0.044847311,1.18964464,0.445631581
1.005049332,0.021898188,-0.854804271,-0.909746333
1.081161256,0.009798622,0.43653899,0.212315372
1.041417184,0.002898818,-0.286405709,-0.589289606
1.094820381,0.019103938,0.104886163,0.332765331
1.062872409,-0.000993149,-0.336498171,0.382518077
1.042050132,0.01902149,0.183800278,-0.475525502
1.069934345,0.000253874,-0.104223068,0.144200167
1.0346714,-0.020482722,-0.260415893,-0.138557948
1.05937953,-0.01373299,-0.235820762,0.053214168
1.051077385,0.022561699,0.146935989,-0.138525844
1.040443939,-0.009521021,0.152809748,-0.025204825
1.043238282,-0.017279663,-0.195757374,0.689534937
1.016153983,0.012218872,0.244766876,-0.050444332
0.983736384,0.000296774,-0.000518352,-1.572550548
1.013577013,-0.011752106,-0.102896713,0.537405899
1.059037299,-0.013412722,-0.067297458,0.066709248
1.071439046,-0.001926186,0.447026717,0.527305516
1.083091327,-0.027283192,-0.167032637,0.073764071
1.045163822,-0.030561652,-0.56013534,-0.352351465
1.055114556,-0.018872495,0.158610097,0.11740264
1.045831158,-0.011722152,-0.002801093,-0.117662876
1.059693024,-0.027981007,-0.11718813,0.163195515
1.04876431,0.01095749,0.28483327,-0.24325461
1.023842498,-0.009583304,-0.04256683,-0.130842914
1.051152098,-0.00393596,-0.069740937,-0.287695893
1.072224428,-0.004853901,0.551433141,1.136331963
1.020048941,-0.026711506,-0.181349273,-0.126643565
0.998934964,-0.017069769,-0.94032734,-1.299069356
1.026113231,-0.003541085,0.399431691,0.215852938
1.076150369,-0.004886443,0.230458332,-0.010937402
1.073216754,0.026595776,0.718498753,0.223482925
1.09739136,-0.014281623,-0.273230153,0.15618987
1.06378281,0.005737372,0.228017381,-0.119800534
1.046948469,-0.012037085,-0.36538757,-0.254997714
1.081950495,-0.007381775,0.094851737,0.188264305
1.059909645,-0.033076457,-0.171858628,0.070987523
1.055216623,-0.01033388,-0.01754839,-0.184497216
1.046749646,-0.023112325,-0.164670665,-0.011124357
1.055798595,-0.009551409,0.019352771,0.147581061
1.05640493,-0.016667837,-0.154791145,0.813382941
1.003265758,0.013570096,0.336215978,-0.457586964
1.012198761,-0.036614425,-1.89248558,0.36725884
1.007877144,0.024018731,1.659708315,-1.017430437
1.066891342,0.002791014,0.118544778,-0.055877907
1.061734383,-0.01618013,0.102618541,0.190911933
1.082441679,-0.040638529,-0.159559423,0.129197707
1.04355659,0.000134671,0.437708235,-0.464414879
1.047600171,-0.010926213,-0.135169674,0.037339531
1.059667633,-0.010344016,-0.048671238,0.053179049
1.052369857,-0.007353612,-0.092443187,-0.064723822
1.06571646,-0.008114239,0.032464635,0.132176125
1.031439106,-0.022520156,-0.167986816,-0.065878058
1.052856077,-0.00289473,-0.300228716,0.733863665
1.019920578,0.027877877,0.718032955,-1.037027801
1.025861019,0.034315904,0.346264484,-0.142813027
1.029994253,-0.023965347,-1.264095742,0.331740316
1.032727026,-0.004288345,0.280276155,0.134602866
1.059304782,-0.001754951,-0.116282698,-0.154454006
1.061617147,0.019940447,1.069657081,-0.149896193
1.097628089,-0.039389268,-0.392245466,0.236031156
1.061839038,-0.023280554,-0.543397347,0.152041144
1.046112609,-0.010542406,0.040557065,-0.351693301
1.072726847,-0.012586687,0.021490578,0.213311839
1.053606974,0.006352917,-0.017883794,-0.000870724
1.055514718,0.019431037,0.256793859,-0.098069252
1.032096645,-0.003344921,-0.061822134,-0.150521922
1.059205575,0.014235733,0.889429673,0.020290512
1.052457277,-0.032565557,-1.00635952,0.898106755
0.999456765,-0.030567119,-0.180309481,-0.324890591
1.015383063,-0.011319942,-0.338578597,-0.156296975
1.012249,0.014115615,0.82294425,-0.719493763
1.073891261,-0.015418175,-0.051061487,0.156607224
1.076267756,-0.025647225,-0.705768051,0.248000691
1.103482538,-0.000202728,0.171533976,0.172668009
1.055252193,0.018699387,0.36685263,-0.177635744
1.050895251,0.039055932,0.483267698,-0.374828401
1.076396629,-0.023724496,-0.290611721,0.294131132
1.044519782,-0.025361972,-0.171023057,-0.047953354
1.057406195,-0.002819521,0.123575781,-0.093744738
1.028957936,0.01107298,-0.061737579,-0.15477183
1.057454154,-0.021604779,-0.316950148,0.298685399
1.050109532,-0.002869631,0.405609464,0.237706971
1.00679338,-0.020003978,-0.362592543,-0.144633239
1.010694045,0.022798754,1.236913021,-1.221334363
1.032104621,-0.00714139,-0.436339978,0.556540138
1.081305835,-0.027904053,-0.037681182,0.276661292
1.075356535,-0.051013456,-1.425474692,0.43068097
1.078553478,0.000511352,0.339106189,0.028312771
1.056123607,0.016307099,1.008366614,-0.257883904
1.046703153,-0.004888961,-0.275244179,-0.115643202
1.066056965,-0.013669654,0.031371076,0.011306798
1.053131982,-0.023376974,-0.030956546,-0.111008481
1.055265182,-0.024782835,-0.129952808,-0.061084886
1.031332292,0.014240439,0.027945556,-0.177732173
1.05731055,-0.003743533,0.044991669,0.294699945
1.045988785,-0.000522644,0.054965321,0.163753382
1.010890968,0.008357644,-0.009798041,-0.260577281
1.020570626,0.007409769,0.287603762,-0.307112632
1.023416189,-0.004337871,-0.288207101,-0.094351372
1.084287694,-0.015968973,-0.082036267,0.466869271
1.05588849,-0.004132732,-0.357548933,0.023615713
1.082712383,-0.001918967,0.014367452,0.164889937
1.043631056,0.024059953,0.751271653,-0.479952998
1.04328782,-0.008129361,-0.555798882,0.141101074
1.058690177,0.025670446,0.340798652,-0.195927676
1.04019952,-0.010936146,-0.102395216,-0.213256823
1.062255864,-0.013601605,-0.023925361,-0.011426855
1.039491735,0.004963918,-0.047826371,-0.060581953
1.056255534,0.023607838,1.44218419,0.155263756
1.034566805,-0.044967807,-1.691676214,0.63734485
1.004704718,-0.009921647,0.141124138,-0.203889987
1.003590373,-0.00954416,-0.091918336,-0.485349679
1.006069877,-0.002435583,0.215709478,-0.421927192
1.075195686,-0.008845549,-0.246830436,0.279112149
1.06126036,-0.0067978,-0.243300972,-0.049821675
1.087180107,0.003317049,0.066251056,0.160309138
1.06891995,0.011759855,0.987754634,0.070007452
1.046392313,-0.028933943,-0.852229166,-0.098683963
1.078099209,0.017813143,0.432146748,0.010873419
1.072112051,-0.008720251,-0.012201914,0.10555791
1.052309097,0.01540064,0.234442498,-0.341588576
1.031257329,-0.026076977,-0.308285339,-0.052812227
1.060213204,0.001649218,-0.104676957,0.208019255
1.06220716,0.00890093,0.389990849,0.806592717
0.987471209,0.000309487,-0.292400104,-0.518330667
1.024554022,0.018483985,0.680103254,0.186022395
1.004760771,0.008287581,-0.628201945,-0.938776
1.078196586,0.038049059,1.102295595,-0.08927185
1.061926859,0.00242587,0.513206421,-0.255356132
1.101910758,-0.057926749,-0.400673685,0.262214809
1.072465691,-0.016696735,-0.296318319,0.226105368
1.062374194,-0.006335639,0.166533312,-0.178602452
1.059875775,-0.022572955,-0.402502849,0.08783126
1.063762789,-0.010773483,-0.169991272,0.057689719
1.054578268,-0.012674705,-0.422464436,0.083892754
1.028176493,-0.01238183,-0.080547663,-0.207880705
1.059904518,-0.02529696,-0.692856477,0.514724666
1.047038365,0.019215861,1.522182132,-0.260145012
1.010157711,-0.028992411,-0.290796324,-0.104293529
1.003969861,-0.025372945,-1.028264559,-1.141525896
1.039494338,-0.01779071,0.24392295,0.799623706
1.077371959,-0.023722493,-0.004596161,0.357880404
1.063825862,0.032746306,1.114333694,-0.012111137
1.100562607,-0.003837191,-0.243103374,0.233973753
1.06473497,-0.022436479,-0.691196993,0.09301015
1.061502293,-0.013734799,0.052995108,0.02095409
1.047263151,-0.000590985,0.082251432,-0.271594321
1.050022588,-0.012788446,0.016232406,-0.115579761
1.046774586,-0.017695385,-0.116866855,-0.142621993
1.0307507,0.005521052,0.08319142,-0.21453421
1.044165311,0.015908972,0.406852667,-0.035391521
1.042101897,-0.004816202,-0.126549815,0.448301801
0.997376115,-0.011564119,-0.022918819,-0.362705693
1.015619137,-0.030457034,-1.367753617,0.071646462
1.020945814,0.010185302,1.106437134,-0.437082967
1.097935968,-0.022940237,-0.064705091,0.666752307
1.060303844,0.004310808,0.449129018,-0.11534701
1.092096538,0.017293571,0.08534216,0.197662658
1.064916613,-0.029936505,-0.862403182,0.489805459
1.042618274,0.018658623,0.706538629,-0.635883183
1.062369664,-0.036458321,-0.36424674,0.091132868
1.054400639,-0.008020733,-0.06341512,-0.154444761
1.061344641,0.004040483,0.166141797,-0.28332427
1.032782716,0.000135157,0.010176104,-0.209510694
1.063552979,-0.009494118,-0.019611224,0.498003124
1.039196396,-0.009235838,-0.376590523,-0.003327931
1.004728263,0.003791143,0.008465719,-0.204772207
1.005140897,0.007025034,-0.739759391,-0.999983014
1.038298798,0.02752503,1.163144268,0.518187935
1.073552106,0.003941725,0.297113886,0.239775786
1.064624454,0.02852286,0.605939918,0.06763174
1.111718222,-0.001617167,-0.202481989,0.300269913
1.048493674,-0.000158469,-0.250567494,-0.394300474
1.052479474,0.003446337,0.195064673,7.49E-05
1.047222575,-0.022587881,-0.311204881,-0.021591785
1.047258631,-0.031137427,-0.234956275,0.142214444
1.030970278,0.015841508,0.124395907,-0.553043015
1.042977345,-0.031254566,-0.212022559,0.121898256
1.059108727,0.020978816,0.32822199,0.312596894
1.044239128,0.01891389,0.713914564,0.054566748
0.98042972,-0.02313556,-0.327761986,-0.508603071
1.025074095,-0.02998636,-0.792636967,0.277879875
1.01921465,-0.016327851,-0.221316989,-0.368913423
1.072427428,-0.0076122,0.355895109,0.112088836
1.077284377,0.016241442,0.77461176,0.232153771
1.07464976,-0.016741258,-0.21673154,-0.012498661
1.071974792,-0.013137936,-0.069420166,0.362206292
1.033827436,-0.008251084,-0.106228957,-0.518456054
1.050992532,-0.013439492,-0.061756927,0.010786501
1.067108809,0.008727726,0.226349402,-0.120447393
1.045842726,-0.037423578,-0.469939853,0.099538204
1.020882761,-0.02010086,-0.083294253,-0.226706102
1.077935954,-0.005680034,0.076451889,0.984818888
1.034985075,0.012279405,0.259742166,-0.736919855
1.016537545,0.036326865,0.239323919,-0.292279011
1.0324667,0.004294505,0.758316808,0.123724423
1.022078817,-0.024527026,-1.186935584,-0.227269063
1.086205858,-0.005189543,0.329111097,0.474421174
1.069780083,-0.026470477,-0.357734615,0.142199118
1.0906004,-0.011050497,0.102127833,0.129692593
1.049949688,-0.017705935,-0.122548337,-0.333326554
1.053334767,-0.007734661,0.140372872,0.041350202
1.043862632,-0.006324291,-0.103446921,-0.224888341
1.050776935,0.016752648,0.087732424,-0.250566791
1.055759722,-0.013806189,-0.234706024,0.009291026
1.032550005,0.00244081,0.054798792,-0.160136269
1.068475645,0.003966368,0.575683739,0.340541792
1.043915103,-0.013127286,-0.392801769,-0.141406784
1.017694308,-0.021287935,-0.260516138,-0.132899697
1.028291677,0.010472071,1.053378049,-0.727422231
1.042105452,-0.02220312,-0.995308689,0.668803453
1.066860072,0.006675606,0.51456762,-0.228269878
1.060758152,-0.009432417,-0.381575703,-0.09280238
1.090990782,-0.005356854,0.02677573,0.187301349
1.05684231,0.014970225,0.785548612,-0.400832985
1.061169517,-0.012426162,-0.246030546,0.16897297
1.05764666,-0.02167873,-0.201771728,0.02784098
1.054616975,-0.002578233,-0.033054549,-0.067186785
1.058578967,-0.014450017,-0.090183036,0.112477191
1.026838867,-0.039258844,-0.318869226,-0.04874435
1.067285062,0.013045423,1.164409176,0.321659242
1.043261779,-0.040900581,-1.494742863,0.65152644
1.009300432,-0.008653474,0.073074113,-0.164511027
1.001899182,0.004220127,0.350815269,-0.682222106
1.006542348,0.003106747,0.134746896,-0.348654867
1.057129207,-0.00927423,-0.416522657,0.122316253
1.05697517,-0.019359168,-0.509344356,0.017809555
1.081710818,0.012789921,0.208635,0.15525192
1.057453064,-0.001776645,0.279555194,-0.177981573
1.05782788,-0.017537113,-0.280748419,0.157754407
1.05073592,0.005921363,0.157568829,-0.140475705
1.039128107,-0.000983177,-0.149397544,-0.049376282
1.066941877,0.030779767,0.508319413,-0.065065005
1.051951942,0.021290482,0.027371641,-0.077446267
1.057734691,-0.010291368,-0.293001399,0.432521609
1.045783368,0.008805607,0.422104691,0.107928782
1.012908811,-0.009573985,-0.309890437,-0.084429503
1.011733767,0.025630089,0.960889809,-0.87831689
1.020018909,0.006316703,-0.476551073,0.090052269
1.066192107,0.024394588,0.711936853,-0.240975225
1.087196676,-0.039715503,-1.232824488,0.546560945
1.107148006,0.006018899,0.312408435,0.132544387
1.050621884,0.015134555,0.926047675,-0.498043262
1.043656187,-0.013073474,-0.354839053,0.093261349
1.036275274,-0.008426518,-0.200119665,-0.096684182
1.061117237,0.002882409,-0.033801651,-0.065636471
1.06708833,-0.023054312,-0.425857141,0.416482872
1.028546009,0.017065366,0.03182834,-0.211521538
1.072211695,0.002043241,0.750173424,0.504945137
1.045285752,-0.030005643,-0.985746409,0.378011004
1.008328965,-0.024558807,-0.231729908,-0.160222813
1.014524094,0.015199548,0.846002782,-0.409040324
1.00836452,0.005409517,-0.091688366,-0.573322376
1.067325573,-0.013267539,-0.096939307,0.092504272
1.067601876,0.000409661,0.378444119,0.027922088
1.101118943,-0.018270651,-0.124657894,0.210680553
1.060441051,-0.031867248,-0.589625433,0.154272318
1.042390717,-0.010908379,0.170001692,-0.460212163
1.074971979,-0.024293942,-0.035560674,0.24153136
1.056727097,-0.018047021,-0.078896767,0.058432473
1.050187787,0.007074922,0.218537837,-0.249637015
1.03175893,-0.019028637,-0.086133276,-0.120375177
1.065322089,-0.019289573,-1.045888651,1.002239435
1.040744196,0.042790456,1.48360106,-0.387735195
1.0126802,0.00681658,-0.265527997,-0.01258745
0.998389436,0.022774768,-0.101003336,-0.859033826
1.013758717,0.023345233,0.296722204,0.03021237
1.062759528,-0.017675411,-0.183068644,0.284390485
1.056064679,0.006094764,0.249480936,-0.045567225
1.08856864,-0.028369461,-0.224877611,0.204742898
1.05957902,-0.004777837,-0.318284823,0.035443889
1.052928911,0.007960262,0.293735176,-0.104254967
1.035680727,-0.020866675,-0.240336238,-0.125467065
1.058517452,-0.001528287,0.113096055,0.012634222
1.035345502,-0.001927646,-0.089191853,-0.318885146
1.056496971,0.006700301,0.081689429,0.013158593
1.089176007,0.009777803,-0.021825486,1.040718422
1.052564601,0.027788828,0.728480494,-0.140998514
0.99402684,-0.013183595,-0.447324404,-0.317832638
1.017410065,0.012538894,0.228283996,-0.033939803
1.005407865,0.009899073,-0.314137033,-0.811417238
1.06898675,-0.010031107,-0.152660117,0.328353702
1.076079454,0.004757513,-0.111259336,0.515436617
1.069814497,0.010106362,0.03495654,-0.037955572
1.046153954,0.008143454,0.546904973,-0.657565949
1.040510847,-0.031541349,-0.72232443,0.162083811
1.053440068,0.016588428,0.351670088,-0.157647313
1.049065953,0.007360692,0.071921481,-0.135637317
1.048060117,-0.008250752,-0.101250358,-0.121101825
1.056015604,-0.010186167,-0.041644502,0.082829544
1.05350743,0.023329004,0.734186067,0.258900022
1.030687926,-0.001946192,-0.297012964,-0.077173708
1.003417673,-0.00230073,0.053261691,-0.212911556
1.007037195,-0.020450217,-0.842583596,-0.697848596
1.027212784,-0.01252659,-0.012792493,0.399057902
1.074346377,0.003696403,0.433566503,0.072676993
1.071323053,0.030059908,0.983164779,0.195448387
1.07653696,-0.028457353,-0.382915419,0.043071459
1.072288338,-0.001922533,-0.099026954,0.218662918
1.053372519,-0.000231581,-0.167142512,-0.221431906
1.063414274,0.017946248,0.154230783,-0.069412287
1.052353389,-0.017710463,-0.082423867,-0.047444803
1.048441455,-0.025370059,-0.292230441,0.024917012
1.020583053,-0.019786641,-0.152586941,-0.204047993
1.070939959,0.014877281,-0.068088188,0.450537226
1.054974,0.024880176,0.608323843,0.177864511
0.997221761,-0.017356127,-0.435361524,-0.263433495
1.010760271,0.008581443,-0.334708315,-0.745305693
1.030300471,0.020446612,0.462889233,0.183680445
1.064022984,-0.0102419,-0.013315964,0.037196984
1.064122264,-0.007089716,-0.285091445,-0.019655389
1.083629069,-0.010541527,-0.022596211,0.120039801
1.07040662,0.014669391,0.778004916,0.406673011
1.022632255,-0.004215868,-0.343920614,-0.56474275
1.044531608,-0.025877899,-0.169056129,0.096513257
1.051313326,-0.026860032,-0.155871548,0.078628456
1.050444625,0.005470443,0.191547879,-0.226512277
1.041420095,-0.009408675,-0.172048583,-0.055212022
1.062915218,0.009458501,-0.418181702,0.357866849
1.058922105,0.037909475,1.285430535,0.070691713
1.015627345,-0.010616731,-0.36849265,-0.254934863
1.033900832,-0.00427667,-0.409442958,0.428083896
1.021980479,0.008939547,-0.07012657,-0.636594978
1.078033507,0.012601347,0.653251899,0.116163009
1.055287417,-0.005642095,0.065908017,-0.127140795
1.09550464,-0.013895726,-0.054167959,0.250340802
1.042466254,-0.00754452,-0.197477532,-0.348865999
1.046147887,0.002098958,0.195261717,-0.088979391
1.056994406,-0.016797693,-0.249703969,0.067101199
1.04854103,-0.011091179,-0.108227065,-0.070204747
1.046252938,-0.018169136,-0.395490461,-0.036642717
1.042419439,0.007149655,0.108235014,-0.062364865
1.062103659,0.008629545,0.743445221,-0.196594843
1.065864546,-0.03368001,-0.947971494,1.14225769
1.015231809,-0.001534429,0.235336341,-0.317823999
1.008119846,-0.023111056,-1.208626491,-0.799227764
1.030084961,0.010221556,1.157955582,-0.039377346
1.071115559,-0.008837728,-0.06500604,0.204876091
1.065906875,-0.014096058,-0.699403851,-0.06923679
1.091854171,0.033760152,0.316063081,0.168396841
1.077038132,0.027188325,1.161810799,0.424683792
1.035783444,-0.001593373,-0.535854921,-0.391487616
1.053385638,-0.000790017,0.039468244,-0.014073206
1.051566802,0.006694902,0.061006587,-0.116725206
1.04873262,-0.004982896,-0.104180254,-0.076536153
1.034286271,0.010569837,-0.096607465,-0.160576922
1.058719426,-0.007767226,0.238304184,0.466354241
1.037105573,-0.014798187,-0.174522814,-0.109945575
1.018054529,-0.018626139,-0.036833393,-0.175829227
1.0275761,-0.023100984,-0.674560907,0.519280792
1.013708308,0.001692409,0.527062426,-0.895647808
1.093263088,-0.002044472,0.31379411,0.759312207
1.046659619,-0.004213673,-0.11695461,-0.311295991
1.08002814,0.018883139,0.148207892,0.206303985
1.056720961,0.002556406,0.021817018,0.076892597
1.050694368,0.016589004,0.291900488,-0.097643959
1.033889629,-0.008676385,-0.303508046,-0.259914763
1.05765524,-0.022099054,-0.187936404,0.056302636
1.04394738,0.016231231,0.079216459,-0.507462535
1.034036476,0.001305494,-0.086354211,-0.074229521
1.060866867,-0.011690771,-0.47031408,0.522337142
1.047114587,0.018722578,0.941868188,-0.251573054
1.021346866,-0.008551226,-0.169599729,-0.183748209
1.03201579,-0.012464321,-0.695642132,0.230838171
1.024607939,0.003478922,0.437049633,-0.445207241
1.068419569,-0.042969185,-0.638665819,0.359583358
1.067156709,0.022122921,0.906874168,-0.078317844
1.084805606,-0.034427056,-0.371448328,0.119194806
1.072501147,-0.011449161,-0.152421459,0.222840292
1.053390327,-0.016636942,-0.140744678,-0.146340757
1.046346859,-0.013449996,0.092501446,-0.196100955
1.049618418,-0.015395853,0.002382785,-0.090618158
1.060304589,7.05E-05,0.398886779,-0.122497616
1.02094316,-0.003951577,-0.105805984,-0.259097537
1.052541489,0.002209675,0.287749717,0.218731332
1.043634642,-0.011130671,-0.334075419,0.412096524
1.003142606,0.000335952,-0.010172152,-0.343361874
1.022890963,-0.003082831,-0.130186198,0.20225459
1.008497219,0.009071775,0.365488183,-0.837273624
1.078678706,-0.025026972,-0.306370639,0.492936271
1.076142234,-0.005969309,-0.19118295,0.22940802
1.08556158,0.01055826,0.109605086,0.058954482
1.062833293,0.000382847,0.2359404,-0.183575257
1.053407907,-0.009513762,-0.152574618,-0.11688095
1.063888544,-0.013880762,0.02118824,-0.03078947
1.053849073,-0.011019436,-0.020997161,-0.04894889
1.049655586,0.006332149,0.16368657,-0.325176233
1.040333112,0.007949901,-0.014880025,-0.107178451
1.047001655,-0.003160013,0.266377173,-0.0303247
1.04902741,-0.008900962,0.354819854,0.467454011
1.001404681,-0.007411339,0.051560238,-0.378576702
1.015696648,-0.031857901,-0.467133165,-0.229321522
1.019240525,-0.036406664,-0.577631355,-0.04336775
1.076374114,-0.011041524,0.123456677,0.372391268
1.052509676,0.010110402,0.235491392,-0.173816524
1.080244794,0.037015509,0.173639272,0.172422417
1.061613132,-0.008580005,-0.23257467,-0.040743613
1.066649865,0.002699964,0.223841112,0.088464469
1.046526689,-0.003361345,-0.09494597,-0.224567584
1.047936011,0.009186633,0.032796071,-0.17929017
1.056493502,-0.001888027,0.054209454,-0.082740257
1.03812446,-0.016996395,-0.122661402,-0.085549608
1.066628128,-0.014478758,0.039682767,0.60189636
1.041989077,-0.001619714,0.552582781,-0.165760382
1.004342027,-0.039048819,-0.456287628,-0.100438482
1.010006451,0.003253885,0.870471698,-0.829586441
1.021504171,-0.031045942,-1.179361062,0.348538841
1.070900891,0.007470615,0.426398229,-0.008604997
1.048946831,0.008879822,0.190861206,-0.157159328
1.082037098,-0.000321419,-0.059286149,0.20353643
1.053388398,-0.001318604,-0.205136014,-0.035553752
1.044863857,0.002925832,-0.056211297,-0.277944427
1.081143551,0.002648045,0.071209891,0.229597532
1.048110244,-0.027442064,-0.244743599,0.073577263
1.049894354,0.005549913,-0.041873021,-0.229239992
1.063325813,0.018054355,0.129724468,0.019138107
1.059962824,-0.003306399,-0.20914251,0.548317337
1.041838748,0.012690949,0.432095786,0.007694076
1.014190245,0.025732772,0.307949601,-0.191532102
0.999421725,-0.021348631,-1.602320093,-0.427538522
1.015288283,0.015351969,1.040671551,-0.200855819
1.068561899,-0.009532302,0.357614484,-0.001814384
1.057210479,-0.00078461,-0.159225477,0.079107802
1.087355014,0.017459207,0.119053395,0.187164995
1.04906365,0.013737703,0.715473472,-0.660144717
1.073874306,-0.026202095,-0.2770576,0.673276971
1.029664645,-0.024648686,-0.224199983,-0.334594718
1.068499922,-9.63E-05,0.2105242,-0.136542209
1.056083327,-0.054861331,-0.576958211,0.334785025
1.026485458,-0.016371337,-0.067566146,-0.138463723
1.052161588,0.020644181,0.670115409,0.235124476
1.035964199,0.000317723,-0.11093003,0.096468555
1.001840473,-0.008221189,-0.138637403,-0.26655123
1.020190579,-0.004166303,0.317252679,-0.045551417
1.011127284,-0.02382262,-1.059268117,-0.240515962
1.070180839,0.007687818,0.332159491,0.129303153
1.063886918,0.025003525,0.417358821,0.179258137
1.071984363,0.001122164,-0.154603414,0.051124246
1.051691836,0.014387022,0.287451976,-0.2457821
1.040928982,0.000766481,-0.22301347,-0.20864434
1.070936476,-0.006071158,-0.035830998,0.190530274
1.041610132,0.001979796,-0.105117691,-0.08535853
1.050136852,0.009079202,0.09172619,-0.115309587
1.027491313,-0.022913215,-0.262128615,-0.02900353
1.056721124,-0.00229252,0.374873988,0.373915004
1.034814476,-0.017654,-0.351805361,-0.113089853
1.017302841,-0.009446513,0.172578441,-0.205814438
1.021528883,-0.039643508,-1.582033259,0.262157885
1.022968017,0.005243199,1.109324416,-0.41657434
1.063005705,0.010561559,0.420913192,-0.342155427
1.055391111,0.003945152,0.455108744,-0.313152998
1.09116424,0.001838986,-0.013769342,0.221611766
1.072167355,-0.016631669,-0.628509039,0.785683241
1.036505966,0.027663639,0.62225598,-0.816549293
1.065461772,-0.03500678,-0.446234061,0.391865779
1.054292198,-0.010365621,-0.134033766,-0.010321893
1.067281458,-0.005688145,-0.10948694,0.234576334
1.034767382,0.03279543,0.173894816,-0.315480846
1.043703969,0.015292376,0.171389741,0.015049445
1.038458894,0.006406219,-0.133099544,0.0641553
1.011141326,-0.004719573,-0.186951498,-0.232069328
1.032130866,0.006204314,-0.160919225,-0.049033588
1.036490083,0.017675569,0.55647471,0.108061303
1.067007728,-0.024257747,-0.407748092,0.415538479
1.062482586,-0.001346801,-0.248115531,-0.339439801
1.094854761,0.021879886,0.153371232,0.202989466
1.081378942,0.003848162,0.086150923,0.441462019
1.057476649,0.010921646,-0.012020188,-0.262170438
1.051625136,0.01275725,0.137299247,-0.175189214
1.036715941,0.008604208,0.114897224,-0.180797632
