Sample,From,To,Resistance,Reactance
7,10,11,0.0814081798797419,0.211162805181987
7,12,13,0.190881774818883,0.176610592465177
7,13,14,0.163473210127533,0.328310024709849
8,1,2,0.0186572627887535,0.0572001321528301
8,1,5,0.0490052084057949,0.216346459411719
8,2,3,0.0406785969339025,0.200362606666553
8,2,4,0.0632689792864662,0.174291695936743
8,2,5,0.0538217949306014,0.155293175018082
8,3,4,0.0754554850931587,0.126518445504895
8,4,5,0.0123732577338086,0.0446029726932996
8,4,7,0,0.156360854041791
8,4,9,0,0.533194040096785
8,5,6,0,0.239451243927579
8,6,11,0.10414610600005,0.154194884716258
8,6,12,0.116432394386698,0.243795787697137
8,6,13,0.0690471891408907,0.12779169972468
8,7,8,0,0.194610584986763
8,7,9,0,0.101477388539289
8,9,10,0.0268698240237063,0.0969017620235708
8,9,14,0.130206727277414,0.256296894064887
8,10,11,0.0925221550743992,0.178823181467133
8,12,13,0.223425692635478,0.210477114668394
8,13,14,0.158748441064935,0.337996794277494
9,1,2,0.0232458703977914,0.0507326569916546
9,1,5,0.0596178949333283,0.201533242378288
9,2,3,0.0525238041402153,0.197090460434733
9,2,4,0.0583687675205732,0.195560009922252
9,2,5,0.0509746497141697,0.1634331578238
9,3,4,0.0650117800633785,0.178479165280689
9,4,5,0.0131397249515971,0.035022179801286
9,4,7,0,0.181511744382006
9,4,9,0,0.630299122748638
9,5,6,0,0.258706981400235
9,6,11,0.0841180592033526,0.213300421707216
9,6,12,0.12744413244327,0.257252900658035
9,6,13,0.065403673230082,0.118200260801356
9,7,8,0,0.159328745478335
9,7,9,0,0.106894583526654
9,9,10,0.0295981807452032,0.0795453961892101
9,9,14,0.122432946505469,0.277030195202646
9,10,11,0.0892239236875447,0.189664932769598
9,12,13,0.239705673428524,0.181138133940446
9,13,14,0.182554438279672,0.303867171163814
10,1,2,0.0202297376756115,0.0508891767236824
10,1,5,0.0618040655913733,0.22104876610826
10,2,3,0.0481550121211096,0.206513548210072
10,2,4,0.0603255867803778,0.193765504813555
10,2,5,0.0655014867711248,0.174049552563058
10,3,4,0.0731009573202291,0.165574316376088
10,4,5,0.0145860007921775,0.0398785029511959
10,4,7,0,0.191455959896552
10,4,9,0,0.582309515833442
10,5,6,0,0.260489743029385
10,6,11,0.0831950953101588,0.202154446079979
10,6,12,0.126562521508856,0.255196319492414
10,6,13,0.0611288624161636,0.130541858577751
10,7,8,0,0.175239124222629
10,7,9,0,0.109428999314471
10,9,10,0.0331074926641672,0.083641968706958
10,9,14,0.0691630081587591,0.242242513316772
10,10,11,0.0688905724249357,0.217784133048769
10,12,13,0.247588211440845,0.217005669131889
10,13,14,0.174821550909795,0.350556179362095
11,1,2,0.0204694284364679,0.0674057261182657
11,1,5,0.043824250898198,0.247294332909433
11,2,3,0.0511449429686558,0.189311117216043
11,2,4,0.0538640910121524,0.186542794935734
11,2,5,0.0592197760828198,0.180582756022469
11,3,4,0.0753028148493107,0.167876759168062
11,4,5,0.013509576883538,0.0356672090062582
11,4,7,0,0.220125538003864
11,4,9,0,0.645080143116638
11,5,6,0,0.222664388304573
11,6,11,0.10550346891676,0.206715382790212
11,6,12,0.126661580151109,0.246532802596776
11,6,13,0.067947533486196,0.118827216151765
11,7,8,0,0.176190926306682
11,7,9,0,0.119576627579478
11,9,10,0.0375759417678866,0.0845779359127776
11,9,14,0.120580849669875,0.243324029111484
11,10,11,0.0765769668756582,0.184928216885823
11,12,13,0.209595989551375,0.198261989670415
11,13,14,0.147163786018938,0.35768168663169
12,1,2,0.0180016067165167,0.0506305944663185
12,1,5,0.0509625611064191,0.232820135123506
12,2,3,0.0545931145299319,0.205410277410431
12,2,4,0.0513372641492555,0.199678726930395
12,2,5,0.0601446849361584,0.165604527479128
12,3,4,0.0757751855989898,0.174119257427052
12,4,5,0.0121961396779431,0.0503012541786614
12,4,7,0,0.226527923968367
12,4,9,0,0.546170331291534
12,5,6,0,0.214952341285504
12,6,11,0.100504236136795,0.184021608883861
12,6,12,0.136113561580496,0.205685899227312
12,6,13,0.0759067985072631,0.133665117099716
12,7,8,0,0.175511129439951
12,7,9,0,0.103739282805819
12,9,10,0.0296216073799186,0.0870072970024721
12,9,14,0.128020852161224,0.245608149648439
12,10,11,0.0828585097651615,0.161411231891951
12,12,13,0.195030936268064,0.216341849576361
12,13,14,0.169515866878903,0.352151769867892
13,1,2,0.0217676899449713,0.0591970236326947
13,1,5,0.0598322446348473,0.214194872845955
13,2,3,0.0442411309112183,0.189139567854033
13,2,4,0.0601230741311959,0.173392055281609
13,2,5,0.0590720306403904,0.194380623935565
13,3,4,0.0685272284698605,0.198535112024462
13,4,5,0.0128780119594153,0.0390784066857628
13,4,7,0,0.19404602034812
13,4,9,0,0.535173935392133
13,5,6,0,0.208247214756005
13,6,11,0.0939587854512622,0.185914841834983
13,6,12,0.089552340595908,0.2265549304897
13,6,13,0.0791506300781508,0.138058127071192
13,7,8,0,0.172444955686767
13,7,9,0,0.095623568971037
13,9,10,0.0297521249725569,0.0907008798376421
13,9,14,0.107449201011369,0.225667900165899
13,10,11,0.0866483432599727,0.177994444925752
13,12,13,0.234669320078344,0.176807671716395
13,13,14,0.161106752580587,0.429031937447991
14,1,2,0.0185021040616371,0.061905742093434
14,1,5,0.0555768613163808,0.17630525801752
14,2,3,0.0426686148106986,0.204754376558871
14,2,4,0.0568417483036282,0.211030479052233
14,2,5,0.0558502031748644,0.206022992263942
14,3,4,0.0702876361036139,0.162878658610889
14,4,5,0.0133848683465752,0.0484142816826544
14,4,7,0,0.205596017146314
14,4,9,0,0.436665046648459
14,5,6,0,0.267902832521464
14,6,11,0.0964969225984757,0.180065247271212
14,6,12,0.124850020047521,0.262621786407223
14,6,13,0.0637404488529216,0.153198658907778
14,7,8,0,0.175125120703552
14,7,9,0,0.102526386862863
14,9,10,0.0341067850556493,0.0859640618002339
14,9,14,0.130622832350062,0.272684000207258
14,10,11,0.0656061993454116,0.176392815459429
14,12,13,0.215726749553841,0.229598439231469
14,13,14,0.18533111762991,0.296628093262445
15,1,2,0.0219195700026431,0.0547370744164932
15,1,5,0.0525722984097591,0.250372403615879
15,2,3,0.04341570104451,0.187007738833687
15,2,4,0.054322296882116,0.180507895817803
15,2,5,0.0567850299418418,0.20617163044885
15,3,4,0.062656497109023,0.163478730852771
15,4,5,0.0149523677151687,0.0441815633236713
15,4,7,0,0.215979599181523
15,4,9,0,0.557206992546089
15,5,6,0,0.190391461736582
15,6,11,0.0980058576368101,0.177018677970526
15,6,12,0.108233319103699,0.236700401088795
15,6,13,0.0567520681390821,0.13076985509481
15,7,8,0,0.157598353137454
15,7,9,0,0.103559734822245
15,9,10,0.0267847864453396,0.0865571282516177
15,9,14,0.137654933187521,0.185737372123992
15,10,11,0.0845879486167732,0.219277980253365
15,12,13,0.188677380267781,0.187736066791915
15,13,14,0.189869858129732,0.401303315731606
16,1,2,0.0201270285680828,0.060839022851242
16,1,5,0.0530261256353961,0.225455665424199
16,2,3,0.0451951525330777,0.226210234354639
16,2,4,0.0619238051813,0.137154734714512
16,2,5,0.0641513442293622,0.169638563821055
16,3,4,0.0715144428204774,0.159538193616701
16,4,5,0.0125977608356065,0.0385087920211376
16,4,7,0,0.210099502539473
16,4,9,0,0.569251871099995
16,5,6,0,0.24885341287081
16,6,11,0.0836765370588862,0.187503666142278
16,6,12,0.116189809827263,0.254231956885653
16,6,13,0.0705007996631905,0.138339415273792
16,7,8,0,0.158549453637565
16,7,9,0,0.0958617170577157
16,9,10,0.0340331662491243,0.085780782982346
16,9,14,0.130296956250154,0.266786043652204
16,10,11,0.0777834395083196,0.180468414956117
16,12,13,0.184987229867493,0.194120238240723
16,13,14,0.166295843833083,0.405421058764611
17,1,2,0.02077167201557,0.0574295937912861
17,1,5,0.0544067710635234,0.190054044945568
17,2,3,0.0507165374719215,0.168950294298323
17,2,4,0.0602835683398473,0.146928937599049
17,2,5,0.0560445068371617,0.18042898218805
17,3,4,0.0766839750203108,0.173238262135475
17,4,5,0.0144570868754834,0.0464718083156252
17,4,7,0,0.221317812959071
17,4,9,0,0.611706791492224
17,5,6,0,0.242236359460715
17,6,11,0.0699922830299923,0.181826496560535
17,6,12,0.149563681010473,0.253234452143777
17,6,13,0.0686700954084638,0.119859786790158
17,7,8,0,0.178711934254661
17,7,9,0,0.112617901373084
17,9,10,0.0351093481448128,0.094536863685414
17,9,14,0.138776715369969,0.293354232052398
17,10,11,0.0718219545245405,0.195079689286949
17,12,13,0.200244052088102,0.171425333995351
17,13,14,0.15430020558179,0.326961363267598
18,1,2,0.0202319002688395,0.0593073177840119
18,1,5,0.0599006882357227,0.25102326459129
18,2,3,0.0527826532666668,0.215300332463436
18,2,4,0.0654753203370216,0.195413281310778
18,2,5,0.0742833116463924,0.179021187340618
18,3,4,0.0639555043921617,0.163185479777084
18,4,5,0.0133645146668761,0.0481096563725758
18,4,7,0,0.219745400346936
18,4,9,0,0.582367794618167
18,5,6,0,0.269111421519226
18,6,11,0.100335083438971,0.180808214066608
18,6,12,0.129484003490267,0.27042848818808
18,6,13,0.0686211234849498,0.129242856742227
18,7,8,0,0.167225145819759
18,7,9,0,0.112073175973965
18,9,10,0.0311710999103704,0.0672408997719899
18,9,14,0.131682855933198,0.240914688670713
18,10,11,0.0747474327912764,0.238571042911949
18,12,13,0.204705251957869,0.183660667928144
18,13,14,0.178463372716345,0.32934006362372
19,1,2,0.0184434476253033,0.060785312581084
19,1,5,0.0558583243941437,0.237572156258201
19,2,3,0.0479015063830416,0.184897735876457
19,2,4,0.062809147052192,0.194975281476304
19,2,5,0.0512957454405331,0.184428466205777
19,3,4,0.0544083361382751,0.16188663984446
19,4,5,0.0138335850112916,0.0393865919779224
19,4,7,0,0.192407168318289
19,4,9,0,0.625128743289629
19,5,6,0,0.242595439737023
19,6,11,0.101828130441669,0.185724142754719
19,6,12,0.124226766548519,0.215685413477458
19,6,13,0.0620121765041247,0.134702936570399
19,7,8,0,0.163877829677006
19,7,9,0,0.108771379485649
19,9,10,0.0311324225460294,0.0807738812751901
19,9,14,0.150935963587629,0.279140503609312
19,10,11,0.0903188604165246,0.190647795008664
19,12,13,0.239799722113223,0.224167627684246
19,13,14,0.152976656196042,0.354387321660642
20,1,2,0.0195499752983359,0.0634485343821856
20,1,5,0.0581685977317252,0.183143301840661
20,2,3,0.0447632315924203,0.191285705299511
20,2,4,0.0568475903561415,0.174289570156045
20,2,5,0.0579372247199608,0.169086288186905
20,3,4,0.0735992243962404,0.167317158274416
20,4,5,0.011635740708557,0.0390637960481592
20,4,7,0,0.188582109892731
20,4,9,0,0.669362443085604
20,5,6,0,0.255671581372385
20,6,11,0.0965724476766573,0.193026201715155
20,6,12,0.125249123770561,0.283076209307962
20,6,13,0.0609139117931573,0.137549102803328
20,7,8,0,0.173745946696437
20,7,9,0,0.114412145304155
20,9,10,0.0314355592533851,0.0797919764814842
20,9,14,0.121645226239758,0.303327847551215
20,10,11,0.0810308125057061,0.161654153481645
20,12,13,0.239473638224375,0.198416167862156
20,13,14,0.175302767921032,0.291488738350259
21,1,2,0.017831609550187,0.0523948238207661
21,1,5,0.0584961310005741,0.244360211009298
21,2,3,0.0445956436235746,0.197400074115664
21,2,4,0.0636151321202624,0.1907933481148
21,2,5,0.0582606159353647,0.154601758669595
21,3,4,0.0765876730424261,0.165023689466854
21,4,5,0.0119784195302687,0.0329902917135603
21,4,7,0,0.187727540415949
21,4,9,0,0.558533878960083
21,5,6,0,0.269106150219689
21,6,11,0.0871345025688935,0.221527485125064
21,6,12,0.127275219828991,0.214616960077493
21,6,13,0.0661573622732508,0.109587877494499
21,7,8,0,0.131515342043153
21,7,9,0,0.123300871367414
21,9,10,0.0383000273256814,0.089612017146534
21,9,14,0.119652258942469,0.22088423089364
21,10,11,0.0897118185634701,0.169366676976544
21,12,13,0.212763643369976,0.257416225901834
21,13,14,0.192730242756245,0.338430529965897
22,1,2,0.0181238436095456,0.049259640326087
22,1,5,0.0596568925990929,0.218515711284082
22,2,3,0.0494029173495442,0.238835813796567
22,2,4,0.0495394867177887,0.212347432043687
22,2,5,0.0565159218373875,0.170716661636553
22,3,4,0.064555465117135,0.189491271437576
22,4,5,0.0124376591940925,0.0410826942614411
22,4,7,0,0.206226485204488
22,4,9,0,0.534954673193879
22,5,6,0,0.264876577101252
22,6,11,0.09032079924814,0.194163805829294
22,6,12,0.121807334702577,0.248765467258576
22,6,13,0.0593996314553142,0.150213606219982
22,7,8,0,0.211735166455585
22,7,9,0,0.108034912127483
22,9,10,0.0322093615908367,0.0914272736558528
22,9,14,0.101280337128702,0.267593417733422
22,10,11,0.069053955331629,0.219743322500488
22,12,13,0.205370462957256,0.164732838620687
22,13,14,0.208116621763985,0.34749381776175
23,1,2,0.0205414966505612,0.0644803702263918
23,1,5,0.0556445829831499,0.234824233504724
23,2,3,0.0544448608825413,0.175140814678326
23,2,4,0.0545025130311728,0.208216381678027
23,2,5,0.0520867176357891,0.143063444128553
23,3,4,0.0647598012170995,0.159577374550783
23,4,5,0.01435782272218,0.0458008216286598
23,4,7,0,0.187907744711351
23,4,9,0,0.655280824574493
23,5,6,0,0.224356604402699
23,6,11,0.0885623385877053,0.184980060655508
23,6,12,0.121887729589293,0.243632156841663
23,6,13,0.0599202434829704,0.155422941959556
23,7,8,0,0.201404027364519
23,7,9,0,0.1041319955409
23,9,10,0.0297635923770599,0.0834099365352073
23,9,14,0.110084853367249,0.261559894175239
23,10,11,0.0825149244456698,0.185407334655467
23,12,13,0.216037852129696,0.207706237249402
23,13,14,0.171281315280657,0.384198516693794
24,1,2,0.0211572357401887,0.0723333379343289
24,1,5,0.0518432461684585,0.216747747260929
24,2,3,0.0530309801767939,0.193673818267169
24,2,4,0.0519717991068017,0.194878773391796
24,2,5,0.0524258515670994,0.192700723365878
24,3,4,0.0635733898817404,0.181717637436718
24,4,5,0.0134281942747891,0.0407313386215026
24,4,7,0,0.190148051084523
24,4,9,0,0.495872911516027
24,5,6,0,0.242147096466744
24,6,11,0.095485242271184,0.229047390707239
24,6,12,0.109438057603326,0.24147275511973
24,6,13,0.0639602856287666,0.139055793077795
24,7,8,0,0.172328106599905
24,7,9,0,0.112900518102321
24,9,10,0.0286080223359437,0.0938450819964969
24,9,14,0.116157254830575,0.252101496416902
24,10,11,0.0811921992369669,0.200686303157006
24,12,13,0.20434150332049,0.225856451564996
24,13,14,0.170568474203844,0.385857668861998
25,1,2,0.0213372719015638,0.0680884933603617
25,1,5,0.0491766222711496,0.190561136108826
25,2,3,0.051077797198454,0.197769539060037
25,2,4,0.0697280342058747,0.200827225639733
25,2,5,0.068036582964047,0.142897254431746
25,3,4,0.0587072376795544,0.151427880427828
25,4,5,0.0123424771225802,0.0447298564396845
25,4,7,0,0.191689938305181
25,4,9,0,0.482349951613834
25,5,6,0,0.209587953679372
25,6,11,0.0940307337372837,0.192926139020401
25,6,12,0.128859830556399,0.267306053830486
25,6,13,0.0622961258709051,0.139449934087609
25,7,8,0,0.184387905269372
25,7,9,0,0.123530874816694
25,9,10,0.0341340118226715,0.0894232243473636
25,9,14,0.13639068313866,0.26093982737226
25,10,11,0.087038449112298,0.182120328284524
25,12,13,0.210349019657506,0.181804435599997
25,13,14,0.146173682815546,0.331192799282787
26,1,2,0.0187277300233419,0.0515297219070135
26,1,5,0.0554064187276089,0.242598445700776
26,2,3,0.0452897042103419,0.159169357082012
26,2,4,0.0566617079481015,0.183300521364632
26,2,5,0.0563965173311486,0.191502649507457
26,3,4,0.0660326564248955,0.16919544155797
26,4,5,0.0138418561066571,0.0415241037004235
26,4,7,0,0.198870571132531
26,4,9,0,0.528390465907067
26,5,6,0,0.292390370169956
26,6,11,0.0880110497378749,0.212526447041825
26,6,12,0.129130162678382,0.237672914507449
26,6,13,0.0618196570709302,0.132337612168903
26,7,8,0,0.159227067286174
26,7,9,0,0.128055002883408
26,9,10,0.0299147043058928,0.0839456157430279
26,9,14,0.131411600717796,0.283730943246625
26,10,11,0.0980903491155683,0.198539104924383
26,12,13,0.228429722530799,0.182745379113751
26,13,14,0.174439556557718,0.35447723556034
27,1,2,0.0261030406204506,0.0585733774464683
27,1,5,0.0464791725847334,0.221454696688911
27,2,3,0.0479189621312058,0.195223301382611
27,2,4,0.0629342138261391,0.168855375833263
27,2,5,0.0621356472808029,0.181561679588058
27,3,4,0.0657089040421641,0.177713989885029
27,4,5,0.0125982938348497,0.0403645903084261
27,4,7,0,0.206626748270973
27,4,9,0,0.605869203157678
27,5,6,0,0.24171304703968
27,6,11,0.109910212224728,0.159775611800606
27,6,12,0.119093714828837,0.27841737846669
27,6,13,0.0628919335602144,0.103578705863087
27,7,8,0,0.174539959097001
27,7,9,0,0.0987338325899691
27,9,10,0.033985121472091,0.0813089066693352
27,9,14,0.101641710077802,0.288301735361107
27,10,11,0.0925616982732488,0.216692080847816
27,12,13,0.220070795226388,0.222460261354529
27,13,14,0.17388897214276,0.367262583015164
28,1,2,0.0191361721536951,0.0642747666377917
28,1,5,0.0600989722818878,0.226010449784244
28,2,3,0.042094452112039,0.194367924318507
28,2,4,0.0557001970925074,0.163329025933898
28,2,5,0.0647349163356928,0.194346438351308
28,3,4,0.0715815090779208,0.180578000713234
28,4,5,0.0138077733442411,0.038796039209108
28,4,7,0,0.228577378015356
28,4,9,0,0.609200982979767
28,5,6,0,0.276294329877414
28,6,11,0.107789576924963,0.215518489748361
28,6,12,0.11957828550429,0.258715245152078
28,6,13,0.0706112730989857,0.130011533889458
28,7,8,0,0.168216939248715
28,7,9,0,0.112248476177276
28,9,10,0.0282666854471094,0.0961235381011941
28,9,14,0.131554851960605,0.289054152685279
28,10,11,0.0809277926328296,0.204552745652344
28,12,13,0.230945358110246,0.193669293882552
28,13,14,0.168851303655509,0.379976683641641
29,1,2,0.0193119530934444,0.0692386667301371
29,1,5,0.05505580529249,0.24228151685269
29,2,3,0.0505163120906164,0.188980979670627
29,2,4,0.0606869178845412,0.18950542519942
29,2,5,0.0552376961107628,0.175376736560699
29,3,4,0.0739193159625257,0.171751611655771
29,4,5,0.0121920936244183,0.0397340505657763
29,4,7,0,0.175703223441187
29,4,9,0,0.551356330310677
29,5,6,0,0.249010549462187
29,6,11,0.101825578300927,0.202218991481008
29,6,12,0.143623541415036,0.320297733374719
29,6,13,0.0689452045592832,0.122572166709166
29,7,8,0,0.162995581450937
29,7,9,0,0.109904851714128
29,9,10,0.02790145398354,0.0898173927287216
29,9,14,0.122965542591716,0.25357220898154
29,10,11,0.0905671240919562,0.197084528314672
29,12,13,0.206384528010421,0.184314493695083
29,13,14,0.173449944546746,0.284335154962361
30,1,2,0.021086728861587,0.0466399971624132
30,1,5,0.0542747732857538,0.255058341797476
30,2,3,0.0485155465341661,0.192224142807158
30,2,4,0.0580472335697983,0.183206014208358
30,2,5,0.0545211987898921,0.197152411972752
30,3,4,0.0655218887323319,0.164909024475706
30,4,5,0.0121811022612476,0.0450593308455804
30,4,7,0,0.2249089365166
30,4,9,0,0.562324482956821
30,5,6,0,0.205390819124299
30,6,11,0.0944342842550005,0.191547359683204
30,6,12,0.0947357179317497,0.269398241301406
30,6,13,0.0720971184809798,0.133875256939834
30,7,8,0,0.17041359706469
30,7,9,0,0.11833132890421
30,9,10,0.0330894885946661,0.0910636713096393
30,9,14,0.131873209061776,0.285262855810037
30,10,11,0.0909703156672529,0.220282441450149
30,12,13,0.206889912451929,0.231153745569574
30,13,14,0.164588240159982,0.380132435267772
31,1,2,0.0202553929949932,0.0519597443499313
31,1,5,0.0504602846445993,0.242056664905345
31,2,3,0.044141282489212,0.17389527299117
31,2,4,0.0514718463390678,0.178288996903041
31,2,5,0.0582858220792775,0.154106583407543
31,3,4,0.0686113841546891,0.169870938356171
31,4,5,0.013694663616367,0.0372867842312385
31,4,7,0,0.237523893309003
31,4,9,0,0.599425423368447
31,5,6,0,0.267295866324774
31,6,11,0.095171282824207,0.220485374217169
31,6,12,0.138401607318088,0.251259348160899
31,6,13,0.0675343010408367,0.128254063924926
31,7,8,0,0.15728630724734
31,7,9,0,0.0929538195005251
31,9,10,0.0307201984483687,0.1089309885019
31,9,14,0.123538596176382,0.275864453049019
31,10,11,0.0788246311993099,0.197964299996263
31,12,13,0.182536051699447,0.203919919598474
31,13,14,0.150403540512593,0.407736232686814
32,1,2,0.01304584437963,0.0610538278540946
32,1,5,0.0527145088864773,0.260988555979957
32,2,3,0.0457106703298503,0.199398642681602
32,2,4,0.0559386689460502,0.216975343307915
32,2,5,0.049399623441868,0.18271842462307
32,3,4,0.0707129445730355,0.205120001947885
32,4,5,0.0126631069596462,0.0454917963150441
32,4,7,0,0.220053919041787
32,4,9,0,0.576739166141638
32,5,6,0,0.276937276420559
32,6,11,0.101686981888741,0.192672946617499
32,6,12,0.126910786645647,0.245942194075235
32,6,13,0.061280738365108,0.143620466431344
32,7,8,0,0.194713799670108
32,7,9,0,0.105471819457299
32,9,10,0.0355186155776454,0.0763314554154971
32,9,14,0.124356781198701,0.277709260568359
32,10,11,0.0886858075257295,0.209448575374963
32,12,13,0.234490944057146,0.222044581700344
32,13,14,0.161803310204005,0.289055441931573
33,1,2,0.020061152508338,0.0609029291837013
33,1,5,0.0503333948618862,0.223586786640739
33,2,3,0.0463890290710375,0.228657424928563
33,2,4,0.0595433639668902,0.156572576170367
33,2,5,0.0468556953580666,0.163905065992743
33,3,4,0.0692205529795041,0.18278815933525
33,4,5,0.014972390881605,0.0464704926855474
33,4,7,0,0.247697904952459
33,4,9,0,0.574149735265169
33,5,6,0,0.220274761114175
33,6,11,0.104567685066825,0.216242788242409
33,6,12,0.123474488834627,0.250202614831339
33,6,13,0.0687639809637656,0.150247842541729
33,7,8,0,0.171375255286395
33,7,9,0,0.120022402727638
33,9,10,0.0306750075845681,0.0921784815839718
33,9,14,0.124991492905695,0.295729529227696
33,10,11,0.0839218872796269,0.177223468694944
33,12,13,0.189201812218289,0.175255802195181
33,13,14,0.167897301967512,0.315209109817253
34,1,2,0.0179160883099442,0.0560140951643799
