x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
1.06,1.045,1.01,1.015999954,1.017493871,1.07,1.060848293,1.09,1.055128301,1.04964707,1.054797892,1.05502097,1.04763021,1.033986152,242.3942089,101.8564303,130.0612088,68.2138803,45.88060786,-67.27375492,-91.65074396,24.61514959,14.14125902,45.30404603,9.717001929,8.415848637,21.73631596,2.204188548,24.75143145,6.833560102,9.829070912,-2.923304064,3.143661388,5.09577229
1.06,1.045,1.01,1.014964995,1.016174465,1.07,1.060521153,1.09,1.0549786,1.049476354,1.05440754,1.054340762,1.045875116,1.031571823,261.8570133,108.8721232,143.9700774,71.91225232,48.07824295,-76.87488346,-97.14044874,24.61955457,14.05801221,47.9443013,9.659679123,8.971560905,23.93639451,1.761839818,24.7063775,7.58436861,12.04153735,-2.033973676,3.515019174,5.034027115
1.06,1.045,1.01,1.015616985,1.016636873,1.07,1.06104349,1.09,1.055688879,1.050571809,1.054749162,1.055152595,1.04515715,1.030090602,262.0470441,108.4959532,145.2819196,71.0049427,47.46388898,-78.99143513,-96.44605726,23.79410994,13.57304109,47.96132777,8.954618131,8.533952587,24.72908469,1.914246883,23.80509777,6.817441739,13.78046519,-0.593911589,4.552052723,5.37908944
1.06,1.045,1.01,1.017106701,1.018018104,1.07,1.061503572,1.09,1.055998075,1.050876821,1.05519593,1.055242081,1.044907183,1.029044091,238.6943674,100.6039095,131.5504663,66.52950892,45.22533494,-70.20959326,-87.52977687,25.53351397,14.67834055,47.85746979,8.801061839,8.497313915,25.26132879,1.785600706,25.48191149,6.433403273,14.67310199,-1.153725125,4.670177159,6.103969504
1.06,1.045,1.01,1.018779839,1.019512069,1.07,1.062249394,1.09,1.056676693,1.051720657,1.056274284,1.055487245,1.045728631,1.028110883,230.6963563,96.11651789,125.6190975,62.58378126,42.37437473,-68.37648564,-82.68078357,25.34589029,14.4553213,46.30332166,7.895473149,8.254512646,24.08206526,1.662037144,24.9772676,5.480319036,15.70129142,-1.854097565,4.297452795,7.278950564
1.06,1.045,1.01,1.018650499,1.019424525,1.07,1.062451817,1.09,1.057026336,1.052184556,1.057068552,1.055532239,1.046934147,1.03195805,242.2532093,99.81167158,137.3901503,64.74145356,43.23328536,-77.53107882,-88.73459345,23.02984252,13.20838996,44.42138703,7.227243164,7.955244536,22.46824839,1.779500308,22.96618659,5.001956239,12.95245652,-2.347768082,3.683638444,5.733594907
1.06,1.045,1.01,1.017533706,1.018531971,1.07,1.061772621,1.09,1.056080755,1.051593462,1.057252045,1.056127386,1.046971047,1.028505754,261.7006704,106.1361489,150.8290962,68.29191833,44.53212772,-86.81603026,-96.91590152,21.73604148,12.41846621,43.1559897,7.066558354,7.721206585,22.30072065,1.662723157,21.56136037,3.653340305,14.63016929,-3.582812906,4.075394096,7.989750568
1.06,1.045,1.01,1.017213487,1.018562185,1.07,1.061363949,1.09,1.055309133,1.051291285,1.05715044,1.057258517,1.048257074,1.028167941,266.9259105,107.2968451,153.1732467,68.79846052,44.15550722,-88.40405818,-100.5606942,20.7880216,11.77010143,40.14724439,7.820203567,6.759372991,20.62142259,1.645740891,20.50212347,1.315858014,13.95017837,-4.413893671,4.091382345,9.494327361
1.06,1.045,1.01,1.019753815,1.020899471,1.07,1.062996138,1.09,1.057337111,1.053383035,1.058552585,1.057022501,1.048310287,1.028631503,239.0745084,97.64159812,140.061875,63.57433275,41.3690036,-81.2858164,-91.532516,18.64911576,10.81872363,38.08359036,5.980793537,6.966767892,20.4734293,1.106120163,19.02112084,1.358298063,15.29885439,-3.336303896,3.658303156,8.963315919
1.06,1.045,1.01,1.02068501,1.02180062,1.07,1.063669369,1.09,1.058269652,1.054198226,1.058433566,1.056552221,1.04863624,1.028253205,217.8844854,91.13402474,126.9837737,60.57466533,40.06562526,-71.75979465,-84.53817716,18.55966315,10.60536599,37.94883313,5.910827428,7.013179612,19.91408543,1.327694108,18.61492606,2.206303531,16.54508138,-1.843968789,3.335948241,9.103588943
1.06,1.045,1.01,1.019258319,1.020341865,1.07,1.062745298,1.09,1.057152247,1.05304938,1.057802839,1.05520233,1.047991602,1.027426756,234.4593308,97.16757833,136.9224532,64.14892832,42.33260457,-77.6528273,-89.52665689,20.59001439,11.65730465,40.29562682,6.492755003,8.144557475,20.98092245,1.399406738,19.81832463,2.312566443,16.37447614,-2.507830847,2.956389941,9.238882692
1.06,1.045,1.01,1.019667673,1.021046109,1.07,1.062945911,1.09,1.057406688,1.053133498,1.057605021,1.055493983,1.048397687,1.029445575,208.9710637,89.26706525,117.6105869,60.84093262,41.01885941,-62.34638476,-82.09203674,21.37687194,12.01402807,39.70431301,6.901661571,7.907846184,20.53341664,1.395065771,20.30907598,2.647391549,14.95591562,-2.279767779,2.895584756,8.454047189
1.06,1.045,1.01,1.018320705,1.019341598,1.07,1.062195474,1.09,1.056556827,1.052371664,1.056919499,1.054752253,1.047627297,1.028674189,246.8605824,101.3117434,140.9820021,65.92697716,43.43690109,-79.84685619,-92.04767952,22.25854791,12.29343976,42.08261549,7.461663007,8.571502834,21.69252567,1.489497615,20.51433679,2.537005248,14.87795987,-2.193119723,2.882653709,8.213773296
1.06,1.045,1.01,1.018315572,1.019214888,1.07,1.062058237,1.09,1.056334734,1.051880457,1.056899754,1.054398882,1.047594902,1.028071129,243.5364345,100.6922635,139.347479,65.57332603,43.81027281,-78.55113963,-90.06188095,23.18386839,12.9663091,42.78697859,7.622053599,8.64620575,21.82243587,1.365206655,21.49261566,3.313285327,15.1617973,-2.817455133,2.613836156,8.573308899
1.06,1.045,1.01,1.019322463,1.019854933,1.07,1.062553271,1.09,1.056888104,1.052630706,1.05771555,1.054419924,1.046810996,1.027637341,241.565694,99.4294494,139.5805426,63.85378301,42.72756252,-80.44892135,-86.81357338,23.62445355,13.14359387,43.31331402,6.656356728,8.813658033,22.89121127,1.198559014,22.23185779,2.728846491,16.06632619,-2.833510802,3.129417862,8.495860164
1.06,1.045,1.01,1.019193006,1.019765376,1.07,1.062405214,1.09,1.056618241,1.052362279,1.05771482,1.055441684,1.046719847,1.028622337,248.1848635,101.2195225,144.7490183,64.47779616,42.70525478,-84.58725558,-89.53344498,23.0882122,13.11084587,42.65050381,6.867088475,8.293683035,22.93232454,0.898743867,22.43558224,2.51387095,14.82622196,-3.578986402,3.779372929,7.981391127
1.06,1.045,1.01,1.016873261,1.017487526,1.07,1.061182134,1.09,1.055335285,1.0514946,1.057026967,1.055242637,1.045992524,1.02736379,272.8291764,110.0244098,156.9276341,69.52039064,45.75999229,-91.09260799,-97.01484843,24.23373565,13.82797637,45.9198526,7.188525054,8.464948838,23.88640078,0.371505349,24.22691655,1.606949542,14.98986695,-3.296640887,4.074769211,8.059039457
1.06,1.045,1.01,1.017696457,1.018262762,1.07,1.061732264,1.09,1.056010272,1.052275504,1.057729286,1.055839084,1.045994555,1.029669489,264.0480542,107.213764,153.6402286,68.13719058,45.04941297,-89.51611457,-94.55410891,23.24911057,13.24175307,44.60374998,6.522049816,8.127583061,23.92176486,0.030912295,23.39487717,1.159578418,13.65963962,-3.383870145,4.38480472,6.738818603
1.06,1.045,1.01,1.014181998,1.015452613,1.07,1.059519135,1.09,1.053183345,1.050159407,1.056594809,1.056090572,1.047337433,1.02834168,293.274393,117.899134,170.5303044,75.51123577,48.89995983,-98.01299039,-108.4052869,23.67732763,13.66489139,44.44585706,8.101857633,7.734594022,22.09501631,-0.074441286,24.02431034,-1.782207146,12.06343424,-4.908452122,3.845157579,8.808973407
1.06,1.045,1.01,1.011492903,1.012893709,1.07,1.058319227,1.09,1.05200342,1.049214919,1.056228028,1.055412787,1.046234019,1.026880777,326.3119925,128.9213638,191.7744105,81.65115029,51.96826061,-111.5066294,-119.8642329,23.34658343,13.29490569,45.86121597,8.130414652,8.295713792,23.60568954,0.255200383,22.80653702,-2.003938529,12.56255423,-5.231020148,3.965878999,8.730024188
1.06,1.045,1.01,1.012297343,1.013536431,1.07,1.05863276,1.09,1.052265427,1.049309845,1.056577608,1.055726307,1.045939229,1.027778077,320.5720476,127.0010239,193.8199304,80.66333996,51.5299713,-114.2002625,-117.9229091,23.54524732,13.42563143,45.5829404,7.927052717,8.118239349,24.00904858,0.136328506,23.15374803,-1.658565017,12.01775239,-5.672645963,4.342184289,8.133165443
1.06,1.045,1.01,1.012345949,1.01363836,1.07,1.059148184,1.09,1.053074292,1.050188338,1.057125358,1.056007898,1.047030575,1.030088716,339.2066048,131.4249926,210.3732244,81.59718484,50.71743414,-128.2941655,-124.5109622,19.01859315,11.05090989,42.26762188,7.1715977,7.770338428,22.53521865,-0.321093371,19.29442721,-1.86630052,10.89542353,-5.230591608,3.95042485,7.353212076
1.06,1.045,1.01,1.011119426,1.01242268,1.07,1.058594175,1.09,1.052498348,1.049879844,1.056877432,1.055290547,1.046740627,1.030782596,362.2953448,137.9471809,228.3931228,83.92988717,51.4667057,-141.6570576,-130.8404811,18.14567789,10.48426765,42.09295422,7.496308235,8.341460562,23.08093842,-0.545541038,18.66969323,-2.544196686,9.880031613,-5.218010863,3.701484069,6.768460924
1.06,1.045,1.01,1.013500816,1.014899913,1.07,1.059772952,1.09,1.053657855,1.050797468,1.057548815,1.055878361,1.048508784,1.031913938,339.4912856,129.9703564,216.0260764,79.87405318,48.68753416,-134.745866,-125.663357,16.44186483,9.537919243,38.29147089,7.198482249,7.82803841,20.67163635,-0.341893982,16.94485797,-2.521350953,9.677496557,-5.62668133,3.003736614,7.377315506
1.06,1.045,1.01,1.015326913,1.016463282,1.07,1.060550378,1.09,1.05442739,1.051416749,1.057811159,1.055466534,1.048105603,1.029734502,317.7372419,123.1565406,202.1685993,76.32856073,47.20122358,-125.9855646,-117.6914625,17.93756968,10.36479732,39.24879467,7.002752489,8.043227963,21.28883391,-0.368677721,18.63872883,-2.183128224,11.8364517,-5.211737739,3.090693889,8.438175408
1.06,1.045,1.01,1.016682836,1.017749657,1.07,1.061040411,1.09,1.054779113,1.051744898,1.057964189,1.056212854,1.047957471,1.027133139,301.1419197,117.6489262,192.4938599,73.39511368,45.71438137,-120.1511027,-112.4601273,18.49106742,10.73511714,38.53950715,7.033848789,7.673877269,21.37898321,0.05720902,18.9666355,-2.301091411,14.03886293,-5.182649418,3.540978101,10.01727134
1.06,1.045,1.01,1.017901643,1.01904245,1.07,1.061793521,1.09,1.055646309,1.052485169,1.058509357,1.056740928,1.049707788,1.031494246,294.9092928,114.4350417,188.9448952,71.02956066,43.69499057,-119.2070087,-111.1185226,16.50639849,9.690565596,35.74990069,6.833827234,7.071157577,19.0968508,0.051461772,17.35874214,-2.387666711,11.24076799,-5.360699439,2.895504066,8.751141079
1.06,1.045,1.01,1.015336293,1.016780392,1.07,1.060268948,1.09,1.053785142,1.050764946,1.057617444,1.057288207,1.048906528,1.026565746,316.520833,122.3903443,200.8961671,75.99320882,46.5829447,-125.2854257,-119.1818605,17.04860265,10.04461404,37.19045963,7.604748177,6.824713275,19.82442235,0.082245311,18.52477147,-2.510988536,13.44948683,-6.120229383,3.682071122,11.07696678
1.06,1.045,1.01,1.013168761,1.014722407,1.07,1.059138347,1.09,1.052549095,1.049545473,1.056687399,1.056620377,1.048743725,1.026875498,341.602439,130.4245696,216.7937162,79.89846512,48.5687239,-135.37857,-126.6422824,17.78471532,10.29770231,38.60030412,8.409333966,7.144425182,20.15941446,0.000964862,18.85823719,-2.49832936,12.40073045,-6.443588602,3.38376513,10.641239
1.06,1.045,1.01,1.015756134,1.017016982,1.07,1.060675666,1.09,1.054436235,1.050953049,1.057215793,1.056489588,1.048811257,1.02854529,318.2311972,122.2917517,202.3441251,75.18978122,45.97305892,-127.0538431,-118.342087,17.04476196,10.09214222,38.30911006,7.884364967,7.25809242,20.05524079,-0.080113255,18.74985837,-0.751232656,12.72179322,-5.175207811,3.244430497,9.712308504
1.06,1.045,1.01,1.017581335,1.018721627,1.07,1.061490607,1.09,1.055240854,1.05120414,1.05707314,1.056237979,1.049269381,1.02745302,290.7218554,113.785311,184.6602725,71.30082405,44.31810507,-114.9427287,-109.6463944,17.47239372,10.46220923,37.7113554,8.24783977,7.376323731,19.45718944,-0.661086735,19.63795689,0.819767329,14.14117812,-4.938083739,2.844717192,10.66102348
1.06,1.045,1.01,1.014847997,1.016232656,1.07,1.060086139,1.09,1.053678886,1.049942689,1.056484167,1.056143196,1.048454535,1.024814569,317.9912084,123.330869,202.259415,76.9676704,47.56490255,-125.2926058,-119.4522754,17.15227884,10.24787068,38.6455683,8.615588276,7.552934305,20.4267117,-0.544064279,19.48787925,0.20337776,15.02408776,-5.34090283,3.236338589,11.65756609
1.06,1.045,1.01,1.014385884,1.015778398,1.07,1.059733773,1.09,1.053227209,1.049544102,1.05631715,1.055893421,1.047019972,1.020727408,315.742231,123.5497847,200.6580154,77.83095049,48.50358555,-123.2458478,-119.0109444,18.32021976,10.81634843,40.47456124,8.383516671,7.709279723,22.28972026,-0.005875663,20.37649676,0.496838333,17.93112296,-5.274733597,3.830697174,12.91024789
1.06,1.045,1.01,1.015723476,1.017145966,1.07,1.060180967,1.09,1.053479802,1.049414054,1.055841005,1.056405935,1.048505099,1.021521587,302.6247977,118.6639344,192.3124996,74.89197396,46.57587388,-118.4748813,-115.0077136,18.6043684,10.96842092,38.60272298,9.338281813,7.270207654,20.30287166,0.145903006,20.42563812,1.020568834,17.09602811,-5.678519388,3.259462528,13.69860858
1.06,1.045,1.01,1.016384475,1.01770461,1.07,1.060336242,1.09,1.053531968,1.049209541,1.055533634,1.056580375,1.048258188,1.019906214,294.6549264,115.8975412,187.2790534,73.25144918,45.75003628,-115.4150101,-111.7854918,19.84214082,11.67090901,39.64214663,9.895133641,7.140438998,20.48736016,0.310453142,21.50093302,1.828963451,18.30844278,-5.535738097,3.552438763,14.53641652
1.06,1.045,1.01,1.017368814,1.018481759,1.07,1.060629067,1.09,1.05373172,1.048990484,1.05534487,1.056676623,1.047496963,1.018654803,284.0467712,112.2789142,180.6910721,70.87808303,44.66897925,-111.8175849,-106.8143114,21.1895386,12.6034603,40.88192018,10.13555304,7.368854612,21.5787385,0.16989754,23.57999804,3.045093494,19.27226278,-5.431170893,3.916293296,14.7801438
1.06,1.045,1.01,1.015368133,1.016650716,1.07,1.059645897,1.09,1.05264531,1.048269768,1.055071166,1.05712418,1.047959264,1.018805713,312.7193587,121.2612114,199.3655727,75.21631435,46.53767231,-124.3552678,-116.2631579,20.5839985,12.09994596,40.78866031,10.39401996,6.855744768,20.89760179,0.294281219,22.69093325,1.859025803,18.35037775,-6.115009962,3.956238517,14.95632558
1.06,1.045,1.01,1.017353243,1.018418802,1.07,1.060096752,1.09,1.052798177,1.04807586,1.054691413,1.057092438,1.046941454,1.016209407,277.1649672,110.39998,175.8014376,70.1328019,44.64792194,-108.0170816,-103.726713,24.27244427,14.26330655,42.61358256,11.04443326,7.125669814,22.21388253,0.285757792,26.24946621,2.637985122,20.0868289,-6.158127301,4.572830365,16.07705753
1.06,1.045,1.01,1.01864891,1.019760343,1.07,1.060937005,1.09,1.053774224,1.04902861,1.055129762,1.058091803,1.048587453,1.019870984,267.7968047,106.621229,171.7071891,67.80390058,42.87248751,-106.5137349,-101.7373101,22.44822363,13.21855701,39.53058272,11.04698488,6.18538084,20.1403134,0.342201583,24.19735669,2.256450129,17.95928901,-6.100110053,4.197941831,15.21163838
1.06,1.045,1.01,1.018987979,1.019991242,1.07,1.061507825,1.09,1.054731007,1.050110995,1.05548549,1.057498553,1.048568424,1.022739143,270.8794871,107.1303474,173.6548956,67.50488439,42.46027046,-108.5530512,-102.1695701,21.14027567,12.46335399,39.3508671,10.38796606,6.58345466,20.33114416,0.596898802,23.09210829,2.160466458,16.89153161,-4.768051987,4.019089086,13.32660729
1.06,1.045,1.01,1.020262389,1.021118323,1.07,1.062398616,1.09,1.055944881,1.05155436,1.056707736,1.05649853,1.048715155,1.025487059,255.2111306,101.8093475,162.9649806,64.51542425,40.95686233,-101.540179,-96.49506608,20.75245524,12.30048564,39.0567959,9.043510291,7.353797385,20.30413092,0.949403105,22.9826277,1.535301009,15.91167487,-4.413521004,3.355292019,11.74318157
1.06,1.045,1.01,1.021736855,1.022400048,1.07,1.063293936,1.09,1.057120346,1.052684561,1.057440593,1.056063283,1.04778967,1.024537016,228.5831509,93.03513217,143.0214543,59.96876045,38.98300029,-87.53213027,-86.21957433,21.41307089,12.74478116,40.02213961,7.759371312,7.675779197,21.38306602,0.972193648,23.85048658,2.232693663,17.99768918,-3.428347594,3.547894259,11.48475492
1.06,1.045,1.01,1.022008253,1.022714516,1.07,1.063595509,1.09,1.057587718,1.052893068,1.057636511,1.056277202,1.048278683,1.027189917,223.6951195,91.29387254,139.2171955,59.1067587,38.64590476,-84.65958677,-84.95189546,20.92529938,12.38721262,39.40477903,7.582676345,7.473814301,20.83760612,0.927283046,23.22481843,3.002040797,16.22540582,-3.494561194,3.381820062,10.16020397
1.06,1.045,1.01,1.023107022,1.023857961,1.07,1.064331415,1.09,1.058480085,1.053826938,1.058256193,1.056405317,1.049414358,1.029744006,209.2255965,86.57134368,134.4818108,57.05817193,37.28182489,-82.06127014,-81.94872247,19.4077169,11.52196667,36.85571385,7.145855493,7.232104307,19.3443373,1.318535369,21.48950653,2.68730564,14.97469614,-3.264877091,2.923434195,9.452711273
1.06,1.045,1.01,1.023550598,1.024384755,1.07,1.064604518,1.09,1.058723127,1.054051458,1.058628252,1.057341628,1.051117433,1.033151723,215.4584995,87.35384873,138.5559669,56.6877096,36.23199812,-86.17441638,-84.62979123,17.39797943,10.56125519,34.0023126,7.219313393,6.460556285,17.06171893,1.509325617,19.77849273,2.11036971,12.14095726,-3.956952343,2.585462785,8.73126927
1.06,1.045,1.01,1.025406785,1.026217931,1.07,1.065504629,1.09,1.05965466,1.054890411,1.059015786,1.057875271,1.05209871,1.03438402,184.4713979,76.26291116,118.2674105,50.61936343,32.89780215,-72.90948067,-73.88676761,17.62445532,10.38461404,31.664283,7.102134301,5.989017795,15.82903014,1.960114963,19.10574512,2.096910892,11.85402142,-3.836452318,2.293332311,8.753373786
1.06,1.045,1.01,1.02368285,1.024592947,1.07,1.064212983,1.09,1.057862662,1.053495251,1.058384866,1.057971568,1.051494224,1.029671176,216.6482349,87.0670146,139.1939873,56.04044053,35.5354714,-87.70709077,-84.73010932,18.57594705,11.02036923,33.24064565,7.958603491,6.089564244,16.42317453,1.002674814,20.60735333,0.457483702,13.80328664,-4.979460776,2.675399203,11.32441302
