Pd,Qd,Vm,Va
3.00013038,1.8,1.057685771,-13.67867869
7.429322141,1.6,1.054748359,-13.98952414
12.66311256,5.8,1.052324032,-13.92046409
8.289181438,5,1.042429822,-14.28234908
0.89599471,0,1.06,0
36.12697143,12.7,1.045,-5.945217247
115.5158442,19,1.01,-15.00975277
57.97865052,-3.9,1.017916854,-11.45732156
10.79780349,1.6,1.019883385,-9.67044839
5.283954026,7.5,1.07,-14.25063868
-1.329585234,0,1.061854074,-13.80987765
-1.667212744,0,1.09,-13.66449739
26.20960381,16.6,1.05611772,-15.19776374
12.49384494,5.8,1.050172413,-15.44183446
3.493052715,1.8,1.056403894,-14.97965691
7.176316879,1.6,1.055010247,-15.09017264
12.17399281,5.8,1.052393734,-15.04075109
7.566870583,5,1.041857143,-15.54079011
1.472305062,0,1.06,0
35.74427581,12.7,1.045,-6.124701124
125.9840295,19,1.01,-15.79942605
53.74236331,-3.9,1.018472831,-11.65384082
11.02880398,1.6,1.02016775,-9.839713577
5.657049971,7.5,1.07,-14.41358542
-1.322385982,0,1.062189831,-13.98404492
-1.090958072,0,1.09,-13.88894396
25.49267539,16.6,1.056511662,-15.32766237
11.86906871,5.8,1.050640414,-15.55920642
3.720629457,1.8,1.056562127,-15.13114235
6.75604083,1.6,1.055368331,-15.2253125
12.48147433,5.8,1.052412344,-15.19951135
7.401371286,5,1.042212117,-15.66996283
1.085544688,0,1.06,0
39.6046753,12.7,1.045,-6.006616843
123.8822211,19,1.01,-15.40310137
46.8292274,-3.9,1.019647089,-11.26425408
11.2181415,1.6,1.02106944,-9.542408082
5.905157182,7.5,1.07,-14.04063455
-0.855751698,0,1.062715921,-13.62878447
-0.943584293,0,1.09,-13.5465711
24.98972751,16.6,1.057018448,-14.95642145
11.80882282,5.8,1.051070478,-15.18646269
3.772424509,1.8,1.056761689,-14.76119136
5.919883696,1.6,1.056136255,-14.79073548
12.21559293,5.8,1.052606207,-14.80681067
8.01790947,5,1.042141923,-15.33826386
1.185679327,0,1.06,0
40.81478751,12.7,1.045,-6.347184667
134.4628897,19,1.01,-16.43148872
43.43982885,-3.9,1.019438862,-11.73604716
13.73485492,1.6,1.020612546,-9.968184876
6.434803083,7.5,1.07,-14.46570119
-0.336521543,0,1.062448982,-14.18156409
-0.795856675,0,1.09,-14.11220463
28.00006724,16.6,1.05659057,-15.51405946
11.32013226,5.8,1.050847383,-15.69912515
3.539574805,1.8,1.056719485,-15.21903186
5.984281052,1.6,1.056280777,-15.19661799
11.71354786,5.8,1.05316132,-15.19019003
6.006267605,5,1.043567338,-15.66003902
1.275950568,0,1.06,0
49.67118006,12.7,1.045,-6.684711416
136.4277825,19,1.01,-16.88368331
45.36904348,-3.9,1.019390826,-12.07158247
14.25743351,1.6,1.02045991,-10.26751911
7.930436723,7.5,1.07,-14.77194104
-0.003064161,0,1.062697578,-14.40212098
-0.906161754,0,1.09,-14.32316683
23.92793308,16.6,1.057075056,-15.66180163
12.18707159,5.8,1.05100443,-15.91239116
3.906277007,1.8,1.056672812,-15.49641598
5.74004448,1.6,1.056606859,-15.45644482
10.67127883,5.8,1.053622279,-15.43627274
6.771204497,5,1.043509944,-15.91094265
1.028933104,0,1.06,0
46.84711205,12.7,1.045,-5.870843906
119.7309357,19,1.01,-14.79777168
41.15535045,-3.9,1.021460741,-10.73284611
15.10882533,1.6,1.022458037,-9.147235044
6.657236696,7.5,1.07,-13.13492102
0.01136785,0,1.063796053,-12.87725487
-0.6784225,0,1.09,-12.81820475
22.58700736,16.6,1.058212869,-14.02782879
10.80764248,5.8,1.052366245,-14.22172184
3.535153366,1.8,1.057545559,-13.81445156
5.260323512,1.6,1.057412634,-13.73391468
8.653531752,5.8,1.054813612,-13.69600579
6.670711271,5,1.044745765,-14.22205565
1.193189096,0,1.06,0
41.09676922,12.7,1.045,-5.764101049
124.5080898,19,1.01,-14.97825057
39.68214271,-3.9,1.021719224,-10.65184272
12.80318659,1.6,1.022808433,-9.03662419
6.991265596,7.5,1.07,-13.03413962
0.175929983,0,1.063844056,-12.82722813
-0.647757403,0,1.09,-12.77084967
24.19557141,16.6,1.058190351,-13.9832533
9.98799022,5.8,1.052568022,-14.13575978
3.412734802,1.8,1.057696757,-13.71524152
5.242815728,1.6,1.057492936,-13.62652469
8.479811835,5.8,1.05498206,-13.58563426
6.189661532,5,1.045143474,-14.11071458
1.281945241,0,1.06,0
40.8148334,12.7,1.045,-6.289127169
146.4778719,19,1.01,-16.88317303
35.95822497,-3.9,1.02197596,-11.37019578
14.52832093,1.6,1.022697072,-9.644235992
7.174798525,7.5,1.07,-13.58562882
0.342636807,0,1.06405956,-13.4327688
-0.576569419,0,1.09,-13.38259644
21.86926049,16.6,1.058449819,-14.51691129
10.5584958,5.8,1.052572604,-14.70145668
3.878833966,1.8,1.057498919,-14.29727002
5.521760939,1.6,1.057458336,-14.16535056
7.337010376,5.8,1.055589324,-14.08258091
5.795830212,5,1.045835393,-14.59693687
1.92003784,0,1.06,0
37.79676761,12.7,1.045,-6.007636157
134.1616808,19,1.01,-15.90656273
37.7104778,-3.9,1.021163057,-11.11759846
13.66317225,1.6,1.022051791,-9.449464227
8.632922276,7.5,1.07,-13.71318921
0.662658839,0,1.063569885,-13.42297182
-0.406206002,0,1.09,-13.38760801
22.10172108,16.6,1.05795804,-14.60528854
12.83436111,5.8,1.051603789,-14.8740818
3.652308332,1.8,1.057082558,-14.43577908
5.683550784,1.6,1.057126801,-14.32640552
7.891700685,5.8,1.055036254,-14.25287208
6.809418932,5,1.044596824,-14.80144262
1.602881438,0,1.06,0
37.31131403,12.7,1.045,-6.447375095
143.441873,19,1.01,-17.09534033
40.31163111,-3.9,1.019637207,-11.91424012
14.56328716,1.6,1.020630053,-10.11943043
8.933281254,7.5,1.07,-14.5966434
1.057791691,0,1.062565528,-14.39365096
-0.370393965,0,1.09,-14.36137442
24.24752025,16.6,1.056713105,-15.64163065
13.6649715,5.8,1.050333482,-15.91117202
3.518951054,1.8,1.056439509,-15.38984009
5.853219195,1.6,1.056894193,-15.23667355
7.902969541,5.8,1.054742135,-15.16714328
7.060540392,5,1.043562499,-15.80491941
1.853489773,0,1.06,0
37.8719097,12.7,1.045,-7.324553667
170.5436495,19,1.01,-19.83816986
41.68246445,-3.9,1.018406501,-13.26540116
14.38510506,1.6,1.019311801,-11.22698885
8.730864225,7.5,1.07,-15.89228051
1.113483008,0,1.0620068,-15.7166228
-0.257027436,0,1.09,-15.69421336
22.39753087,16.6,1.056151154,-16.93957902
13.99696391,5.8,1.049799821,-17.21772756
3.356622705,1.8,1.056229854,-16.68249575
6.582534792,1.6,1.056053266,-16.61226067
8.323713187,5.8,1.054047152,-16.5284437
8.547613684,5,1.041872728,-17.24920756
1.444666587,0,1.06,0
31.55483475,12.7,1.045,-7.223840084
175.2979509,19,1.01,-20.04433287
40.1498507,-3.9,1.018537354,-13.21365083
13.03685235,1.6,1.019491736,-11.15434241
7.90918104,7.5,1.07,-15.83853652
1.234676494,0,1.06200997,-15.69722502
0.217146892,0,1.09,-15.71615734
20.73026088,16.6,1.056094508,-16.90371577
15.49244033,5.8,1.04944232,-17.2207658
2.709653745,1.8,1.056300868,-16.6249373
5.576673274,1.6,1.056601494,-16.53967382
10.30577197,5.8,1.053150608,-16.55269374
9.100339016,5,1.041052094,-17.28420318
1.569900933,0,1.06,0
30.44088533,12.7,1.045,-7.972379935
197.5863843,19,1.01,-22.40667737
42.67472977,-3.9,1.01680533,-14.43943792
12.57913551,1.6,1.017910676,-12.14166387
8.256122452,7.5,1.07,-16.95954215
1.818339298,0,1.060972384,-16.98532514
-0.004299743,0,1.09,-16.98494989
23.06797511,16.6,1.054823949,-18.20287704
14.47682338,5.8,1.048554759,-18.4600193
3.131960747,1.8,1.055629652,-17.82653484
5.72388315,1.6,1.05653058,-17.66454556
9.494998168,5.8,1.053291772,-17.664694
9.048658571,5,1.040403212,-18.49810769
1.536890006,0,1.06,0
35.05424326,12.7,1.045,-8.550322505
203.8483223,19,1.01,-23.58591185
48.16228533,-3.9,1.014667081,-15.37849905
12.75703604,1.6,1.016029621,-12.92175028
8.230495681,7.5,1.07,-17.95214064
1.81929959,0,1.059580456,-18.08394199
-0.344522758,0,1.09,-18.05383532
25.23086394,16.6,1.053089871,-19.40237959
16.63573586,5.8,1.046536185,-19.69500447
2.776131992,1.8,1.054661939,-18.92272941
5.760049658,1.6,1.056395535,-18.67625299
9.428637853,5.8,1.052965846,-18.68867892
9.29268914,5,1.039067438,-19.64143632
1.48784109,0,1.06,0
31.51984716,12.7,1.045,-8.837838048
212.6669552,19,1.01,-24.57873302
47.21960708,-3.9,1.013391143,-15.94864896
13.98475313,1.6,1.014689954,-13.41639706
9.351176721,7.5,1.07,-18.68019508
2.158888438,0,1.058704051,-18.84094885
-0.480298037,0,1.09,-18.79894249
27.70305865,16.6,1.052014187,-20.24409453
15.73253646,5.8,1.045726833,-20.50093438
3.685172058,1.8,1.05383564,-19.73535254
5.848773769,1.6,1.056338251,-19.40393001
7.940483959,5.8,1.053041944,-19.40558742
11.23080784,5,1.037054583,-20.58457634
0.802093558,0,1.06,0
34.71079978,12.7,1.045,-11.24332605
275.433118,19,1.01,-31.68625327
54.31525404,-3.9,1.007631157,-19.64595464
15.07648338,1.6,1.008910759,-16.46125552
11.18374299,7.5,1.07,-22.13995033
1.655765348,0,1.056107375,-22.39738443
-0.069525277,0,1.09,-22.39128887
24.13213886,16.6,1.049425793,-23.72778506
17.3674185,5.8,1.043144856,-24.03776946
3.550203439,1.8,1.052537052,-23.22515001
5.928291871,1.6,1.055999956,-22.88536411
8.138524489,5.8,1.052390586,-22.89292167
11.959994,5,1.034747658,-24.13026674
1.080434116,0,1.06,0
39.87759464,12.7,1.045,-10.3710542
242.1122901,19,1.01,-28.42320706
58.22232628,-3.9,1.009420038,-18.29561199
16.21187016,1.6,1.010859784,-15.3596825
10.85796411,7.5,1.07,-20.76353522
2.075753223,0,1.056883656,-21.08806287
0.291194814,0,1.09,-21.11357432
25.57318441,16.6,1.05014412,-22.39698164
16.08230555,5.8,1.044084504,-22.65105882
3.496365176,1.8,1.053047066,-21.84163615
4.65600825,1.6,1.057254207,-21.40479421
7.787310485,5.8,1.052936213,-21.46744025
11.49252539,5,1.03573021,-22.71964887
1.209163273,0,1.06,0
35.99905341,12.7,1.045,-10.43110863
250.0247564,19,1.01,-29.0140813
58.52442919,-3.9,1.009479623,-18.42454068
15.37717825,1.6,1.011011048,-15.42815346
10.98155849,7.5,1.07,-20.69862568
2.150913383,0,1.057032807,-21.10038956
0.612304456,0,1.09,-21.15402574
24.96984253,16.6,1.050346836,-22.32643188
13.85993614,5.8,1.044822651,-22.50407371
3.679986157,1.8,1.053377547,-21.74497547
4.169787015,1.6,1.057751826,-21.29312583
7.133878682,5.8,1.053233462,-21.37024291
11.98091502,5,1.035615002,-22.67646572
1.071580474,0,1.06,0
29.01851638,12.7,1.045,-10.48147683
256.0676596,19,1.01,-29.5668833
58.02029015,-3.9,1.008655888,-18.68050329
16.0309511,1.6,1.010160795,-15.64443939
10.65389997,7.5,1.07,-21.06600901
1.731008227,0,1.056484042,-21.42731216
0.238239553,0,1.09,-21.44819212
24.17046242,16.6,1.049673597,-22.73471404
17.03796324,5.8,1.043414332,-23.01920662
3.590748566,1.8,1.05263933,-22.18158723
4.447039691,1.6,1.057395489,-21.69514003
7.337595105,5.8,1.052864175,-21.77034291
12.56099865,5,1.034637031,-23.12868371
0.884450379,0,1.06,0
30.2991759,12.7,1.045,-10.94651887
276.4793466,19,1.01,-31.34106565
52.6489894,-3.9,1.009006997,-19.17772952
15.44281273,1.6,1.010321544,-16.0411571
10.73014587,7.5,1.07,-21.32508815
1.843875218,0,1.056906801,-21.71665674
0.166810842,0,1.09,-21.73127065
21.42203693,16.6,1.050259439,-22.91417643
18.10943782,5.8,1.043676263,-23.24603269
3.292299795,1.8,1.052911556,-22.40948766
3.785028808,1.6,1.058023713,-21.89922904
8.437146967,5.8,1.053110948,-22.00164456
9.995389898,5,1.036971101,-23.12352306
1.473076149,0,1.06,0
30.5943835,12.7,1.045,-10.85513905
282.0034593,19,1.01,-31.45649732
47.27396253,-3.9,1.010498092,-18.85696906
12.78064915,1.6,1.01178336,-15.74025158
9.426484478,7.5,1.07,-20.87676114
2.175467007,0,1.057812809,-21.26452225
0.196320795,0,1.09,-21.28170673
19.25298468,16.6,1.051320746,-22.37452478
17.21798593,5.8,1.044854622,-22.68550043
3.061974385,1.8,1.053653844,-21.89367875
3.817647324,1.6,1.057872023,-21.47730009
9.758686542,5.8,1.052691609,-21.59928427
9.906961357,5,1.037478354,-22.63670303
1.842282714,0,1.06,0
31.42531903,12.7,1.045,-11.12830944
288.8807855,19,1.01,-32.25025359
49.30451822,-3.9,1.00995406,-19.25816548
13.20965056,1.6,1.011237122,-16.0673952
10.36976569,7.5,1.07,-21.16755965
2.793875409,0,1.057778303,-21.55099524
0.115861728,0,1.09,-21.56113726
17.48353757,16.6,1.051463435,-22.57044761
14.79606653,5.8,1.045633797,-22.81139317
3.131434025,1.8,1.054080435,-22.10493383
3.397343112,1.6,1.058209686,-21.732909
9.147291118,5.8,1.052731275,-21.87054773
11.51369118,5,1.036413633,-22.99453716
1.926842058,0,1.06,0
35.61215296,12.7,1.045,-10.14295742
254.3429205,19,1.01,-28.74399568
56.58860588,-3.9,1.012357089,-17.74806542
13.40845549,1.6,1.013731955,-14.81407059
10.86253672,7.5,1.07,-19.59255691
2.652761858,0,1.059331158,-19.82121765
-0.302440922,0,1.09,-19.79478214
16.14136169,16.6,1.053406924,-20.75995322
12.7675383,5.8,1.047868159,-20.96575018
2.970373137,1.8,1.055383707,-20.38617829
3.460150448,1.6,1.058433631,-20.11804904
8.54757549,5.8,1.053588608,-20.21449842
10.33982779,5,1.038784101,-21.15545799
2.230305814,0,1.06,0
34.08624519,12.7,1.045,-10.40545108
252.7806298,19,1.01,-29.1518912
61.08034258,-3.9,1.009945798,-18.39612109
14.43926304,1.6,1.01138981,-15.38846564
11.21860277,7.5,1.07,-20.65805753
2.535398541,0,1.057852497,-20.78557402
-0.617836968,0,1.09,-20.73149515
18.00242034,16.6,1.051701559,-21.91089557
15.45408069,5.8,1.045760756,-22.19289887
2.636609229,1.8,1.054389389,-21.51530318
3.391951682,1.6,1.057936299,-21.25616362
10.50391753,5.8,1.051948271,-21.42102659
12.54190613,5,1.03547475,-22.50991408
2.07725267,0,1.06,0
37.71060193,12.7,1.045,-10.9362504
248.1694982,19,1.01,-29.75988079
78.35177557,-3.9,1.006216069,-19.50565569
14.59245234,1.6,1.008145709,-16.29627011
10.92900214,7.5,1.07,-21.92453927
2.559957646,0,1.056066476,-21.98872333
-0.750591444,0,1.09,-21.92291343
17.66579014,16.6,1.049921391,-23.16558037
17.22377609,5.8,1.043801526,-23.51491051
2.672916277,1.8,1.053348078,-22.81011894
4.621678715,1.6,1.056505971,-22.65037299
12.04875211,5.8,1.050792155,-22.78440056
12.52148102,5,1.033969138,-23.81240937
1.831941084,0,1.06,0
36.02564893,12.7,1.045,-11.40304692
267.6376277,19,1.01,-31.56189321
78.01795364,-3.9,1.005888299,-20.15569753
13.95932838,1.6,1.007709671,-16.807362
11.11090789,7.5,1.07,-22.36879852
2.047681394,0,1.056321011,-22.36152579
-0.871737321,0,1.09,-22.28511255
15.6778594,16.6,1.050499394,-23.43062917
13.53219724,5.8,1.045248294,-23.68519118
3.109737891,1.8,1.053993573,-23.13851529
4.971256409,1.6,1.056137803,-23.11951235
12.15234007,5.8,1.050622592,-23.23417042
13.40899992,5,1.033588638,-24.22945603
1.856847297,0,1.06,0
39.3616316,12.7,1.045,-11.98470759
272.354932,19,1.01,-32.72387893
86.93744828,-3.9,1.003075134,-21.17056128
12.94631817,1.6,1.005220184,-17.62738052
9.647541386,7.5,1.07,-23.46101461
1.907988419,0,1.054784968,-23.47768451
-1.104304009,0,1.09,-23.38074436
15.61786251,16.6,1.04877103,-24.61856617
15.12373856,5.8,1.043393508,-24.91031534
2.892332148,1.8,1.053090071,-24.28574756
5.379682853,1.6,1.055278313,-24.31031635
13.9325377,5.8,1.049090113,-24.46228214
15.04761699,5,1.030701471,-25.5708626
1.890406631,0,1.06,0
37.27638322,12.7,1.045,-11.57095604
259.9862127,19,1.01,-31.46206713
89.8832174,-3.9,1.003398847,-20.65748698
11.62562857,1.6,1.005822204,-17.17690042
10.07386699,7.5,1.07,-22.9956419
2.019740011,0,1.054773559,-23.04518856
-1.159993742,0,1.09,-22.94335863
16.0610216,16.6,1.048618051,-24.22487114
15.378276,5.8,1.043250174,-24.50429834
2.403577334,1.8,1.053203868,-23.82572346
5.90902153,1.6,1.055005218,-23.8552389
11.61647514,5.8,1.049588225,-23.95663878
17.15705487,5,1.02924041,-25.29996116
1.328369524,0,1.06,0
40.22868472,12.7,1.045,-9.718380428
193.1549095,19,1.01,-24.98977434
98.68738522,-3.9,1.006005434,-17.99234394
11.70637687,1.6,1.008887656,-15.00464228
9.908169795,7.5,1.07,-20.73607174
1.674790975,0,1.056162636,-20.46866597
-1.396239209,0,1.09,-20.34625843
15.8874876,16.6,1.050272109,-21.72840319
15.58396867,5.8,1.044627457,-22.05657053
2.394887028,1.8,1.053974081,-21.47140327
5.596459125,1.6,1.055113122,-21.59540335
13.01125168,5.8,1.049148186,-21.73129875
17.75021928,5,1.029574709,-22.96863251
1.495570659,0,1.06,0
42.00977765,12.7,1.045,-9.545904289
200.1791179,19,1.01,-24.96733409
86.06334927,-3.9,1.009074287,-17.37773739
11.70714123,1.6,1.011260647,-14.53048792
10.25750299,7.5,1.07,-20.11010451
1.294521759,0,1.058126581,-19.61600951
-1.585075241,0,1.09,-19.47730472
13.46636811,16.6,1.052719983,-20.78627855
12.85752997,5.8,1.047453616,-21.07149457
2.428326599,1.8,1.055516956,-20.66691102
6.079304238,1.6,1.054707146,-21.00070827
13.89891847,5.8,1.04914066,-21.10887379
17.53936057,5,1.031162124,-22.14541485
1.012458833,0,1.06,0
47.81026967,12.7,1.045,-9.657894314
196.2572956,19,1.01,-24.83681811
92.80164047,-3.9,1.008951456,-17.47866407
11.76403714,1.6,1.011289228,-14.59873208
9.391475305,7.5,1.07,-20.01026797
1.238331079,0,1.058434793,-19.48637083
-1.557439726,0,1.09,-19.35012402
11.70956017,16.6,1.05332594,-20.53870004
10.82309246,5.8,1.048527261,-20.77612928
2.415472142,1.8,1.056126415,-20.46779085
7.20791249,1.6,1.053791034,-20.96651124
14.19003457,5.8,1.049245327,-21.00301785
16.23059835,5,1.032547255,-21.85224924
0.898629832,0,1.06,0
49.93097876,12.7,1.045,-10.2940941
223.4932489,19,1.01,-27.17700644
84.64160322,-3.9,1.009265809,-18.19123391
10.76783299,1.6,1.011466847,-15.15383163
9.774359159,7.5,1.07,-20.32677884
1.265941551,0,1.058223349,-20.14637301
-1.780130882,0,1.09,-19.99061374
12.99840936,16.6,1.052680435,-21.1836156
12.60584459,5.8,1.047431459,-21.43046368
2.559890979,1.8,1.055410821,-20.96248371
5.875612104,1.6,1.055554812,-21.11413663
10.91157841,5.8,1.051108893,-21.1590581
14.90433012,5,1.033962302,-22.17599147
0.709682693,0,1.06,0
48.10193684,12.7,1.045,-9.248474404
188.9181166,19,1.01,-23.77761914
82.28474674,-3.9,1.010395917,-16.71749799
11.32755686,1.6,1.012595142,-13.9929553
11.72843319,7.5,1.07,-19.39276012
1.627363056,0,1.058587693,-19.00636112
-1.414501388,0,1.09,-18.88263664
12.36225353,16.6,1.053019446,-20.17542601
16.20950821,5.8,1.046693367,-20.57568907
