F_BUS,T_BUS,PF,QF,PT,QT
9,14,5.86181074913093,3.72605327032259,-5.80658611057768,-3.60858306520867
10,11,-6.08641130205983,-1.22289145079675,6.11518012620568,1.2902360949612
12,13,1.38167595443928,0.730993922696075,-1.37683752426599,-0.72661629539643
13,14,6.09680623928576,1.51553851463554,-6.0358439335449,-1.39141693478451
1,2,178.681631490558,-25.3539120088425,-173.088350575406,36.5817740702236
1,5,83.5558447875663,3.97772653950104,-80.1767910696641,4.65822493641384
2,3,84.8423655324929,2.55170403608308,-81.7344429527008,5.91649478087673
2,4,60.5703325788325,-1.63310917597734,-58.6180435422868,3.94527366833243
2,5,44.2569803244514,1.41220357670817,-43.2298284011409,-1.95788177941687
3,4,-30.5030626985047,8.68003500725996,31.1714809372615,-8.28764131654941
4,5,-67.8963560993584,18.1792808105714,68.5351876324175,-16.1642099598509
4,7,30.6401210540862,-9.65528477304571,-30.6401210540862,11.65474744237
4,9,17.2667684914234,-0.28162838914524,-17.2667684914234,1.79012179260434
5,6,45.5739849612727,11.863866803075,-45.5739849612727,-7.17848556489136
6,11,9.42618916789645,3.40745035470119,-9.34284522572748,-3.23291771522542
6,12,7.89444467934433,2.49349313640467,-7.82086425752933,-2.34035175080143
6,13,17.752604290387,7.08125020623643,-17.5415419001743,-6.66560247270655
7,8,0.404299729904564,-17.9544255054526,-0.404299729904564,18.4598967541824
7,9,29.2415066752979,6.29967806331736,-29.241506675298,-5.42391767137107
9,10,7.42314506180204,4.48808895991601,-7.40160186774119,-4.43086167610143
9,14,6.99830922490429,3.65582874868798,-6.92698792642371,-3.50411879130321
10,11,-5.88326413764101,-1.36913832388982,5.91050992854896,1.43291771523279
12,13,1.50205652101708,0.740351750808685,-1.49649135528475,-0.735316600860387
13,14,5.54497815570242,1.60091907359389,-5.49338881528649,-1.49588120866934
1,2,170.145812099534,-23.4500684907554,-165.08017711533,33.0669496576983
1,5,80.1742799336525,4.17982142032406,-77.0601339369514,3.36215137884095
2,3,75.5035428068547,3.34264007716319,-73.0363378161506,2.42620012920428
2,4,58.7317383656764,-0.985120957058896,-56.8957937273398,2.94569310398372
2,5,42.9551749494406,1.69118345861393,-41.9862303149106,-2.4148752295232
3,4,-22.9313456205776,5.51987419196067,23.3018018815304,-5.8874340218183
4,5,-65.7967498456439,16.2387906508591,66.3911307920555,-14.3639306019158
4,7,32.2130791489452,-9.37123225034956,-32.2130791489452,11.5535367567296
4,9,18.2011057135671,-0.0258174825677242,-18.2011057135671,1.70290204048167
5,6,44.6868779127056,11.8166544529798,-44.6868779127056,-7.3035422214296
6,11,10.9747044948619,3.1999722504506,-10.8662901125549,-2.97293897354108
6,12,7.3069164690841,2.4055036723823,-7.24338687173729,-2.27328085652284
6,13,17.0532126235055,6.95829603001659,-16.8572124416238,-6.57231048664955
7,8,0.0962454634809012,-18.4183866211692,-0.0962454634809012,18.9508610390308
7,9,31.0183362136843,6.8648498645323,-31.0183362136843,-5.87552770570251
9,10,8.19099218799098,4.80012187360418,-8.16512143964482,-4.73139888601378
9,14,5.98967182076503,3.82941302858375,-5.93170508392695,-3.70611001303597
10,11,-7.63817155837732,-1.06860111394565,7.68274344041914,1.17293897358945
12,13,1.70667592803417,0.673280856529738,-1.70000690469109,-0.667246978266947
13,14,6.64620269331698,1.43955746492946,-6.57465812112589,-1.29388998693294
1,2,183.002732399983,-26.300922697528,-177.132416476833,38.374613521716
1,5,85.2176060218537,4.16845632337952,-81.7024341762109,5.0326476931845
2,3,85.3212357738618,2.51572380610507,-82.1784020319638,6.09955657633911
2,4,62.1403630489259,-1.33059409478527,-60.0854333646507,3.9580761045578
2,5,44.9190065174761,1.62819725003024,-43.8602983107349,-2.07524460629359
3,4,-29.4115855566726,8.85977182319633,30.0392708117321,-8.56988022246942
4,5,-71.5362366048045,18.3074265623926,72.2428610335947,-16.0785160982463
4,7,31.5934012217882,-9.64002427357207,-31.5934012217881,11.7585378691791
4,9,17.8724013756272,-0.155598170841306,-17.8724013756272,1.77504165358758
5,6,45.2006720202581,11.5211130116557,-45.2006720202581,-6.91839670253294
6,11,11.121763098686,3.24888829248129,-11.0103912799207,-3.01566177371505
6,12,7.19905062220741,2.38920859546411,-7.13728467292548,-2.26065642325834
6,13,17.0621467836888,6.98939096118799,-16.8657199146899,-6.60256513768865
7,8,0.274242429186493,-18.5614677776465,-0.274242429186493,19.1026009512875
7,9,30.540040699352,6.80292990851224,-30.540040699352,-5.84285442003131
9,10,7.47310964400323,4.73619834217231,-7.45063305751293,-4.67649159717293
9,14,5.4706297538266,3.7806336206711,-5.41989216517947,-3.67270797187548
10,11,-7.16111823162655,-1.12350840276558,7.20048504626059,1.21566177371939
12,13,1.81572144650855,0.660656423325557,-1.80832701697233,-0.653966225173744
13,14,6.23731467808934,1.45653136296908,-6.17383878731354,-1.32729202810808
1,2,178.016270299972,-25.2070909333663,-172.46505504597,36.3065203234244
1,5,83.1698285097796,3.88570742417719,-79.8223152621755,4.61876295517494
2,3,84.7767262436979,2.55667063190802,-81.6735733623332,5.89143333087722
2,4,60.5912717285121,-1.70122402623927,-58.637646386276,4.01706275419151
2,5,43.9830358466032,1.33057261868146,-42.9687678855313,-1.91648807975651
3,4,-30.4326686435016,8.58110603546254,31.0970625284321,-8.19912695156214
4,5,-69.0917069176353,18.2433599200857,69.7518711129146,-16.1609993011186
4,7,29.258954607429,-9.7848102400246,-29.258954607429,11.6284705055072
4,9,16.5333908231697,-0.376485482671305,-16.5333908231697,1.75960794340591
5,6,44.2812094531119,11.8587244257282,-44.2812094531119,-7.42124333945533
6,11,9.84798174593248,3.38307131643339,-9.75803080295311,-3.19470279086383
6,12,7.23515362737567,2.41504958975469,-7.17269495806487,-2.2850556739106
6,13,17.0989726009667,7.07896234618026,-16.9010908057735,-6.68927131882104
7,8,0.631958970675459,-17.8301264593806,-0.63195897067546,18.3287968121784
7,9,28.1463296754256,6.20165595389284,-28.1463296754256,-5.38893610586668
9,10,8.87836171794527,4.54301833250608,-8.84990001540896,-4.46741274104683
9,14,5.47513264462394,3.60775951028931,-5.42597314997784,-3.50319067886447
10,11,-5.8091813464374,-1.33258725894648,5.83571635655805,1.3947027908645
12,13,1.80745342616599,0.685055673911367,-1.80005186039868,-0.678359019169517
13,14,4.47417345318175,1.56763033801114,-4.43938971541575,-1.49680932111928
1,2,174.305941476,-24.3834533062978,-168.986401319863,34.7755444331617
1,5,80.4884960772556,3.224461364911,-77.3560157797771,4.38310876591308
2,3,87.5799363242585,2.35202340855843,-84.2697358957826,6.96837684921722
2,4,58.1708308990406,-2.40133906326022,-56.3700248781323,4.24604805409499
2,5,41.7807579081541,0.803984483335937,-40.8666139987327,-1.70208853658778
3,4,-35.6371871646326,9.69467260029137,36.5417864443819,-8.70241628021022
4,5,-68.2272196493865,18.6830148233513,68.8714062851777,-16.6510523339757
4,7,24.9234125837846,-9.77752904752493,-24.9234125837846,11.1600428710676
4,9,14.1350055350962,-0.549117545284099,-14.1350055350962,1.55679657564008
5,6,40.3443139712457,12.3700321197623,-40.3443139712457,-8.62346010878009
6,11,8.71961993436504,3.31483871870055,-8.64742888958495,-3.16366164134995
6,12,6.07782524269236,2.38274735850104,-6.03207356025228,-2.28752534332736
6,13,14.6801971691226,6.99148476082684,-14.5274385392786,-6.69065533210767
7,8,0.30893779873166,-16.841787886925,-0.308937798731661,17.2848876188313
7,9,24.190697216143,5.68174501829817,-24.190697216143,-5.07953799184917
9,10,8.85189710504149,4.55022116358027,-8.82366501310466,-4.47522550911116
9,14,5.21257060581974,3.57932035965369,-5.16703749469396,-3.48246533183379
10,11,-4.53592649280064,-1.32477449078195,4.55253861710686,1.36366164148879
12,13,1.71827196997724,0.687525343478749,-1.71150419207707,-0.681402115854784
13,14,3.85789564835114,1.57205744857241,-3.8311167871239,-1.51753466565364
1,2,164.258747052777,-22.11130795212,-159.54182008985,30.6635320695815
1,5,77.380056634516,3.33256033199813,-74.4829205753158,3.30205712507531
2,3,83.5529957896813,2.65079842893653,-80.5380761541817,5.42557674721511
2,4,56.8243924100047,-2.27788380018917,-55.1060417900878,3.87131414173661
2,5,41.2860711367113,0.762015343234788,-40.3934740489635,-1.72691438928995
3,4,-32.9465519548449,8.2478769886226,33.7116381705823,-7.61211052094419
4,5,-64.8414821909062,17.5678209269571,65.4221066407149,-15.736353093141
4,7,26.6198768230687,-9.52337962969098,-26.6198768230687,11.0641368789256
4,9,14.9813751012201,-0.403644917813068,-14.9813751012201,1.53402816233491
5,6,40.9772256765986,12.5612103584561,-40.9772256765986,-8.69848138832105
6,11,8.79183863306824,3.23193938914717,-8.71904867983649,-3.07950812258795
6,12,6.29800761333453,2.43149340943995,-6.24907865485242,-2.32965859641165
6,13,14.3514390267028,6.87216025203001,-14.205150755148,-6.58407297862956
7,8,0.570536613542755,-16.858878435117,-0.570536613542754,17.3032615047575
7,9,25.2463325475423,5.79474155652782,-25.2463325475423,-5.14033623756551
9,10,7.30106104067459,4.61462326156805,-7.27979527301768,-4.55813293252028
9,14,3.6954295741624,3.59366533169014,-3.66516331513602,-3.52928494371474
10,11,-4.48149255498882,-1.24186706742972,4.49757236223986,1.27950812262421
12,13,1.33987419352505,0.729658596445098,-1.335271775511,-0.725494503956198
13,14,3.17743818827007,1.50956748264199,-3.15835582143053,-1.47071505587374
1,2,148.006711422792,-18.3061339263384,-144.187751508036,24.1167321284084
1,5,72.1891910378341,3.7860878757271,-69.6626375967957,1.31880026512572
2,3,70.8158178969375,3.8038264073907,-68.641391414983,0.731530900973906
2,4,54.4016738853315,-1.59643509567459,-52.8267747654248,2.75534332329386
2,5,40.3428101269146,1.01181512640406,-39.4896444798654,-2.09706123323032
3,4,-22.5500795344584,3.68629529782242,22.8964835880041,-4.11885322036483
4,5,-58.9457319855708,15.028319563832,59.4220132426843,-13.5259822052517
4,7,28.3076000003786,-9.43788329856881,-28.3076000003785,11.1549341417809
4,9,16.0447927339375,-0.326926368110816,-16.0447927339375,1.62362524510888
5,6,42.6284269055201,12.7042431734575,-42.6284269055202,-8.54351507562486
6,11,8.19844416567763,3.34299854333055,-8.13341233610883,-3.2068137580996
6,12,6.65077608626956,2.4023990044606,-6.5970942462589,-2.29067211899052
6,13,15.7899293647537,7.01658624719974,-15.6174307152757,-6.67688255759284
7,8,0.287484232009626,-16.9826041446936,-0.287484232009626,17.4333255859976
7,9,27.4346929142565,5.82767000297102,-27.4346929142565,-5.06014597063522
9,10,7.35070883688972,4.49133044603867,-7.32954825480299,-4.43511953166178
9,14,4.05673060830686,3.53966469467061,-4.02370101000429,-3.46940631382688
10,11,-4.71427274113173,-1.3648804683099,4.73218613951857,1.40681375811078
12,13,1.71835498776352,0.690672119006231,-1.71156923407054,-0.684532627569725
13,14,2.7128429653644,1.56141518519533,-2.69770498815143,-1.53059368616262
1,2,148.377603397874,-18.3947680891652,-144.539212827791,24.2646909494236
1,5,72.8309872770939,3.96617263616966,-70.2585280526,1.33079958217183
2,3,70.7485400016132,3.81075831473635,-68.578174796763,0.707488735523445
2,4,55.4632056560392,-1.36560659576227,-53.8261545374307,2.71595367070732
2,5,41.0408744868786,1.13566330789526,-40.1576986710171,-2.12746680704313
3,4,-21.4225059914469,3.68744538214625,21.7363461528926,-4.20204170024342
4,5,-60.431212627266,14.7910090446584,60.9302151236695,-13.2170019192988
4,7,29.8351812399294,-9.27887980783096,-29.8351812399294,11.1645219527686
4,9,16.927365836474,-0.126041207288814,-16.927365836474,1.57113852116928
5,6,42.1204623446113,12.413669144174,-42.1204623446113,-8.3547256093258
6,11,9.70708049853553,3.11972184160124,-9.62083604019849,-2.93911515847598
6,12,6.45002502567566,2.36072515981939,-6.39937970079461,-2.25531810947506
6,13,15.3581557442311,6.84775152117707,-15.1947800649974,-6.52601380789255
7,8,-0.14410528486871,-17.5537793550948,0.14410528486871,18.0361079699597
7,9,29.0348342320446,6.38925740234683,-29.0348342320446,-5.52528926178861
9,10,6.58066455482923,4.77977818941676,-6.56174632650449,-4.72952385765189
9,14,2.18401659765867,3.70809574434763,-2.16285268298253,-3.66307726232312
10,11,-6.17796343611351,-1.07047614234789,6.20728520043548,1.13911515847613
12,13,1.68329903152788,0.655318109475142,-1.6768473255181,-0.649480851656771
13,14,3.22182129175516,1.37549465954938,-3.20287669487644,-1.33692273767649
1,2,157.259300630293,-20.4922064822336,-152.94077483804,27.8280530316458
1,5,75.4937949865119,3.72588925853536,-72.7329406219334,2.3487167872942
2,3,77.1658885866541,3.18941106999994,-74.5902237006426,3.03637328350498
2,4,56.7078959392282,-1.67437254670452,-54.9966602119881,3.24967410701956
2,5,41.3470388321021,1.0483015799826,-40.4509800120531,-2.00082394977352
3,4,-26.645068261627,5.97664548996368,27.140309052103,-6.02830460084504
4,5,-64.1717936575462,16.1515713898057,64.7362656212696,-14.3710534577912
4,7,29.1737472166466,-9.32137454701003,-29.1737472166466,11.1330103656862
4,9,16.6286850615896,-0.15156634893785,-16.6286850615896,1.54604432004946
5,6,42.1459923476516,12.4231606203154,-42.1459923476516,-8.35931273905168
6,11,9.59446715071112,3.09889789128085,-9.51013333269145,-2.92229232796108
6,12,6.51288145355931,2.38413787041272,-6.46124214319342,-2.27666205896777
6,13,15.1597955033014,6.81105552046061,-15.0002070382489,-6.49677601415085
7,8,-0.191137743549433,-17.5236886864919,0.191137743549433,18.0043433595269
7,9,28.7812013286707,6.39067832082121,-28.7812013286707,-5.54110896253742
9,10,7.45991008015124,4.81849238889696,-7.43735690729514,-4.75858220007771
9,14,1.98284744268116,3.71200528845007,-1.96260993191903,-3.66895739166881
10,11,-6.72416466701791,-1.04141779991854,6.75871329525743,1.12229232796198
12,13,1.52424882926188,0.676662058968178,-1.51874831767737,-0.671685405629811
13,14,3.16800783947821,1.36846141978131,-3.14962959270727,-1.33104260833088
1,2,141.946846950503,-16.8460596524928,-138.438308899257,21.7088940948168
1,5,70.2299209964368,3.86153184315195,-67.8370689499086,0.690252282282186
2,3,68.208251720831,4.07898443678061,-66.1883161051478,-0.194500863162506
2,4,54.0593522950235,-1.4691060764153,-52.5041665547737,2.56848482311393
2,5,39.9425885690389,0.977121649479751,-39.1062843443974,-2.11467500250109
3,4,-20.2620990800274,2.73718528656268,20.5393389751519,-3.34616370308321
4,5,-59.2148946610313,14.3500266690345,59.6927820793404,-12.8426229847651
4,7,27.6855833278473,-9.40159451661026,-27.6855833278473,11.0504299267961
4,9,15.8628196785008,-0.270753272437275,-15.8628196785007,1.53825426135352
5,6,40.9864726819433,12.6670457050089,-40.9864726819432,-8.79878510686158
6,11,8.92083297300826,3.20252443889528,-8.84630455564117,-3.04645261099135
6,12,5.99976413470345,2.34769783306714,-5.95520257175536,-2.25495278858133
6,13,14.6775787363086,6.91319426543912,-14.5254934946134,-6.61369094819596
7,8,-0.150081744115981,-17.1125497545447,0.150081744115981,17.5702901097265
7,9,27.7115969828124,6.06211982776506,-27.7115969828124,-5.27664892231681
9,10,8.57237758124042,4.6890980643721,-8.54512843517437,-4.6167135047185
9,14,2.9215154062323,3.62541216007178,-2.89679113073278,-3.57282031356434
10,11,-5.90049279137313,-1.18328649528182,5.92747659828922,1.24645261099629
12,13,1.78386608403518,0.6549527885966,-1.7767331222537,-0.648499156508591
13,14,3.00132626375636,1.46219010472114,-2.98413089912596,-1.42717968642902
1,2,130.216032139243,-13.9556488788073,-127.270572131337,17.0993229586741
1,5,65.0391027136386,3.89369876854835,-62.9836879427549,-0.740235929373903
2,3,59.0487185506278,5.15139369330635,-57.5238819458489,-3.3527741586057
2,4,50.4094494306499,-1.17749689143477,-49.0570001779693,1.65830444624331
2,5,37.4381395570672,1.00080446090767,-36.7028304876987,-2.45048205739346
3,4,-14.5669240424547,-0.284939734816687,14.7064032746488,-0.676933126250947
4,5,-54.6077517507797,12.5638091858492,55.0111626974003,-11.2913271662095
4,7,25.7651779659908,-9.33949948154908,-25.7651779659908,10.7853079733824
4,9,14.7771045083022,-0.305681024219305,-14.7771045083022,1.40363494930647
5,6,37.5398181257147,12.8820451531068,-37.5398181257146,-9.57803478756897
6,11,8.23311557480186,3.08261753387246,-8.1689991197078,-2.94834965728572
6,12,5.7677157578013,2.39340510503438,-5.72585299928654,-2.30627702549927
6,13,13.3148390235142,6.76241513602725,-13.1859853658907,-6.50866206000894
7,8,0.0751676127513923,-16.7206002448761,-0.0751676127513923,17.1570383183632
7,9,25.8438870387618,5.93529227155975,-25.8438870387618,-5.24980742342979
9,10,7.0414130920673,4.76514824593342,-7.02081059413749,-4.71041982483726
9,14,3.01371650923642,3.6873006470379,-2.98788876092171,-3.63236156601098
10,11,-5.70805826294464,-1.08958017506914,5.73316388077173,1.14834965728791
12,13,1.32718730211203,0.706277025494232,-1.32272397492081,-0.702238777083133
13,14,3.4363925147896,1.4109008372602,-3.41514418815857,-1.36763843373752
1,2,125.179307606612,-12.6886565779945,-122.460246141046,15.1411024973743
1,5,62.3123383149517,3.91169428452216,-60.4237921081707,-1.45012740112615
2,3,54.2332279292504,5.78155151987225,-52.9388627813451,-4.95391377528145
2,4,48.157381335844,-0.945560415425864,-46.922857815133,1.06668231729437
2,5,35.7543150785328,1.08762085648543,-35.0830127503091,-2.73486881756302
3,4,-11.8593140940793,-1.73556403576206,11.952472229122,0.654761561431156
4,5,-52.2998190728808,11.6054172882964,52.6681632385968,-10.4435466652027
4,7,25.434764313666,-9.1861513734138,-25.434764313666,10.592436928148
4,9,14.5073346392337,-0.240709793114366,-14.5073346392337,1.29766090172872
5,6,35.733142334087,13.0285428843265,-35.7331423340871,-9.99784369763968
6,11,8.27553770055941,2.94967775810072,-8.21150553187228,-2.81558638779255
6,12,6.01505043565835,2.36091305478535,-5.97022490187128,-2.26761861333981
6,13,14.0746755970822,6.71611176934013,-13.9341580380987,-6.43938883043191
7,8,0.190389546136682,-16.602785534427,-0.190389546136682,17.0329803791794
7,9,25.0963449617244,6.01034860658586,-25.0963449617244,-5.36135882968451
9,10,5.312562859518,4.88016158033861,-5.29773431887401,-4.84077108412933
9,14,2.8667405580817,3.79400742467689,-2.84099304385202,-3.73923901229846
10,11,-5.61209939551572,-0.959228915873573,5.636174631502,1.01558638785265
12,13,1.45883608922882,0.667618613350395,-1.45375144957547,-0.663018225092601
13,14,3.40256836561823,1.30240705554237,-3.38211390212557,-1.26076098765075
1,2,121.087273026214,-11.6477800577749,-118.545330457989,13.5594558452808
1,5,60.4272195954364,3.84480940427557,-58.6503625630644,-1.8473709686469
2,3,53.6427236025321,5.86198411358906,-52.3752006545649,-5.14743320283006
2,4,46.5481373639683,-1.05362893210139,-45.3948113870574,0.925368956722478
2,5,34.7753690396432,0.9883713107757,-34.1403771382322,-2.74863926201374
3,4,-12.8336534366529,-1.84768828173254,12.9427838071813,0.806519183067749
4,5,-49.7329314610519,11.3520672632158,50.0663474913114,-10.3003707063447
4,7,25.0853910121489,-9.0040984495727,-25.0853910121488,10.3677547721301
4,9,14.4144757942476,-0.179856953395288,-14.4144757942476,1.22142372783383
5,6,35.4311024606927,13.2963809371301,-35.4311024606927,-10.299517577811
6,11,8.26267156118308,2.9224796755632,-8.19894841084925,-2.78903542833853
6,12,5.96165525741491,2.36894173287556,-5.91747548567573,-2.27699130240938
6,13,13.8198989441309,6.6944470654547,-13.6836554656213,-6.42614112523623
7,8,-0.120473021383217,-16.3263200737906,0.120473021383218,16.7419071134588
7,9,25.2814654508313,5.95856530175106,-25.2814654508313,-5.3016728361058
9,10,6.60237516826377,4.91828495995324,-6.5830804794805,-4.86703059962043
9,14,2.89458193487132,3.79375981553667,-2.86867996123618,-3.73866284730858
10,11,-5.6022296233062,-0.93296940037639,5.62618035790274,0.989035428334423
12,13,1.38350479831643,0.676991302414414,-1.37881860040681,-0.67275140906761
13,14,3.20731952107945,1.29889253446257,-3.18887419766282,-1.26133715240291
1,2,114.338456320572,-9.90848793435996,-112.075246861744,10.9691504048869
1,5,57.5637932596514,4.02271601508635,-55.9482546317269,-2.69300362602809
2,3,48.0726917286835,6.65473270874382,-47.0430582667442,-6.94241592330804
2,4,44.6705333349252,-0.742185283258447,-43.6080290185213,0.337423252623525
2,5,33.5126799317503,1.11720608058412,-32.9222605618111,-3.01482279030832
3,4,-8.97283930833968,-3.59418044316641,9.03141028379216,2.42361938425642
4,5,-47.2337132321947,10.2832171211859,47.5329593967923,-9.33930281472841
4,7,24.8806123525225,-8.96877022138179,-24.8806123525225,10.3108631074482
4,9,14.3634293708456,-0.175489535795735,-14.3634293708456,1.20914480308737
5,6,35.1772961886789,13.4471292331527,-35.1772961886789,-10.4813942538211
6,11,8.06452854725863,2.94781891285303,-8.00336582655857,-2.81973652553738
6,12,5.52859887055781,2.26965140671492,-5.49025541330028,-2.18984797492704
6,13,14.1846468958935,6.80026036361687,-14.0416766053164,-6.51870723053315
7,8,-0.485466577344712,-16.2218112624878,0.485466577344712,16.6323028484155
7,9,25.4101206035842,5.91094815574577,-25.4101206035842,-5.24847713390303
9,10,7.38324098774338,4.8970897324588,-7.36090650498201,-4.8377604714297
9,14,2.86172326484951,3.78331149093218,-2.83613766779366,-3.72888749807592
10,11,-5.6704321227543,-0.962239528594542,5.69499415012312,1.01973652550776
12,13,1.97968811195872,0.58984797495868,-1.97127090132653,-0.582232403434317
13,14,2.79485551221944,1.30093963442068,-2.78020591770333,-1.2711125011878
1,2,112.629462992437,-9.46357232125373,-110.434188071418,10.3168206224249
1,5,56.5740508926792,3.92621881825147,-55.013459542429,-2.82570536795416
2,3,48.8940018434946,6.53396431554892,-47.8310332231514,-6.68120570612489
2,4,43.6183374666335,-0.897660432672943,-42.6054381009556,0.339874047025398
2,5,32.844284045996,1.01920404967557,-32.2772972839991,-2.99003366202189
3,4,-10.8437282113874,-3.2588810460144,10.9254315162028,2.14641553357642
4,5,-45.6567911538055,10.3589757021273,45.9370821390407,-9.47485185281974
4,7,24.6925187836998,-8.81922751547154,-24.6925187836998,10.1364597766659
4,9,14.3939806951902,-0.126037766575743,-14.3939806951902,1.16255110704318
5,6,35.4167746955266,13.6905908833872,-35.4167746955266,-10.6784631947587
6,11,7.87415180385382,2.94124238881926,-7.81553848905406,-2.81849877633587
6,12,6.13381468707404,2.35163163755463,-6.0874871458743,-2.25521109964636
6,13,14.5263731354306,6.75418075417277,-14.3780949411456,-6.46217470172375
7,8,-1.11851353820184,-15.9812060026893,1.11851353820184,16.380897756667
7,9,25.9163445652819,5.84474622699614,-25.9163445652819,-5.1582690222578
9,10,7.43310440466438,4.89123019636324,-7.41059693923448,-4.83144142463023
9,14,2.8973257454057,3.76529272540652,-2.87168549696537,-3.71075248173336
10,11,-5.27450533994925,-0.96855857541193,5.29583919493589,1.01849877684133
12,13,1.56956766475241,0.655211099704182,-1.56385180248844,-0.650039605274882
13,14,2.36512194413009,1.31221430759285,-2.3538418068109,-1.28924751773838
1,2,108.754866568205,-8.44815479762692,-106.709639820602,8.8432838820258
1,5,55.5642462142809,4.1639368028534,-54.0565502484151,-3.28058691833216
2,3,45.6122250039961,7.02457229141726,-44.6788415990811,-7.71775931081484
2,4,43.3032924581414,-0.631362620652512,-42.3046556142584,0.031418027010785
2,5,32.9187480362813,1.139171798278,-32.348836030347,-3.1002313064089
3,4,-7.78452339452089,-4.31397423538006,7.83313539052032,3.11747040174194
4,5,-44.0916781502685,9.62357962867153,44.3522914207054,-8.80152533518123
4,7,25.4105883186875,-8.79511565223708,-25.4105883186875,10.1813393243113
4,9,14.8238950661782,-0.0773524051676345,-14.8238950661782,1.17734528877598
5,6,35.4825709017991,13.5823435599507,-35.4825709017991,-10.5652418032191
